
### RESULTS FROM LATTICE TM ###

ref: anajʋaɾiʈamumt͡ʃollimuʈit̪t̪uʋiʈʈaːɭ hyp: onɨɡereɻʊnʊɳsolɪʊl̪iːɨwlet̪oð cer: 86.11
ref: t̪ajaʋut͡ʃejt̪uuŋkaɭpejaɾ hyp: ʊðaemɪʐeɳiːðʊŋol̪oiːbai cer: 88.0
ref: enmakaɭmaɾukaniɾuʋaɾumiɾun̪t̪a hyp: eɳbal̪eeuːl̪al̪eɳiːʊluiɾamer cer: 83.33
ref: ʋaɾumpaʈijajn̪inajkkajjileːuɭɭamelaːmn̪oːkum hyp: ol̪uŋkriiːmeniːxaiɻepuanɪl̪l̪anmɡo cer: 75.0
ref: t̪uːkkiʋiʈʈaːnt̪uːkkiʋiʈʈaːnt̪uːkkippoːjt̪t̪uːɭaːka hyp: tʊxiːʋeoɳoiwiːtud̪iːiːfʊɪporle cer: 80.39
ref: muːʈat̪t̪anat̪t̪inmuʈajn̪aːrramʋiːt͡ʃukinra hyp: olaʋolkɳulɪmart̪ʊmdiʐembɨɾ cer: 86.05
ref: onnumpiɾat͡ʃt͡ʃinajilla hyp: oɳampiːxʊɳɪl cer: 78.26
ref: ennaʈipeɳɳeː-ujiɾ hyp: ɡoloɾikemɨbuɪr cer: 82.35
ref: ʋaːln̪aʈt͡ʃat̪t̪iɾat̪t̪inʋaːleppoːt̪umt͡ʃuːɾijanukkuet̪iɾt̪it͡ʃajjilamajjum hyp: net̪ɨrt̪ɨalʊolat̪iotuːʐoriɪtiedɨsɪlɳɪ cer: 78.67
ref: ʋiɻiperruppat̪aʋikoɭʋaːɾ hyp: iːðɪket̪pʊððiːxolʊhʐ cer: 87.5
ref: t̪amiɻkkaʋijenrenajaʋaɭumkaːt̪alit̪t̪aːɭ hyp: obtoienalɪal̪oxoteðɪt̪olɪ cer: 80.0
ref: koːlʋeːn̪t̪anenkaːt̪arkorraʋanajkkollaʋan̪t̪aːl hyp: xʊliðeenxdoʊlexɳeote cer: 87.23
ref: t̪uran̪t̪aːɾint̪uːjmajuʈajjaɾiran̪t̪aːɾʋaːjinnaːt͡ʃt͡ʃoln̪oːrkirpaʋaɾ hyp: puɳðorɨpumiːuleʋeroðal̪aɪnoolokɾmaɡa cer: 79.71
ref: eŋkaɭt̪uɾukkaɾiɭampirajoːɾpaːl hyp: iːkuʊɪrinɪiutiɾjʊapl̪ cer: 80.0
ref: maɳɳiʈajt̪t̪eːt͡ʃamellaːm-t̪inamum hyp: wol̪nrɪðiːsomɪiamrɪoʊŋ cer: 88.24
ref: ʋiɳmut̪t̪aɳin̪t̪aːɭ-aʋaɭ hyp: nɪɳnɨɾanɪðolɪaɪl cer: 83.33
ref: kuːʈat̪t̪un̪aʈuʋileːʈuʋiɾit̪t̪eː hyp: pol̪aʋt̪ɨɪɾɪðɨðɾiːt̪ɪ cer: 78.12
ref: put̪umajt͡ʃejt̪eːn̪aʋin̪t̪oːʈummaɾaŋkaɭil hyp: fut̪onɪisɪʝðɪonɪɳiːtʊl̪ʊnʊɾɡaliː cer: 78.05
ref: t̪oɻilaːɭaɾaːmeŋkaɭn̪ilajmajjajkkeːɭiːɾ hyp: tʊɾiaɾɪðɨiːndɨɳelenɨiːɟiːlɪʐ cer: 84.62
ref: at̪arkaːnat̪akut̪iuŋkaɭiʈamuɭɭat̪u hyp: aloʋoled̪aðɪdjʊŋrɾnɪolsʊte cer: 85.29
ref: ʋaɾukireːnʋerrin̪aːɭʋan̪t̪at̪appaː hyp: ʋoaɳiɾemtʊɪpɪðɪl̪wnalʊboɾ cer: 85.29
ref: punajjiɾuɭan̪t̪ippeɳɳaːɭ-oɭi hyp: famiolɪniːfɪɳʊrɪolɪ cer: 78.57
ref: n̪aːnn̪aːɭajʋaɾamaːʈʈeːn hyp: nuɳoɳaɪɾeoʐt̪im cer: 87.5
PER: 81.70513368983957
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 

### RESULTS FROM ALLOSAURUS ALONE ###

ref: mejmajkaːɳun̪t̪iranumujaɾn̪t̪at̪un̪aːɭum hyp: memɨkolonteɾonɨʊiondeðɨnalʊ cer: 75.0
ref: aːɾn̪t̪aoɻukkan̪uːln̪iːt̪in̪uːlarin̪t̪aːɭ hyp: haɾndpʊlfɡenʊltnɪdɪnolaɪɾɪndal cer: 80.49
ref: maːjkan̪amat̪uʈalkaɭ-ʋiʂam hyp: maialamotoɾalelpwisiama cer: 65.38
ref: ŋappoːlʋaɭaj hyp: ʊiaʋpolalaiː cer: 66.67
ref: oɾut̪inat̪t̪ilpat̪t̪umaɳiiɾaʋinileːʋiːʈʈil hyp: ʊɾuːðɪmakɨpaɾtomanɪdiːðeminɪleul̪iɪtenɪ cer: 73.81
ref: kaɳɳirkanalt͡ʃin̪t̪ikkaʈʈaɻikkaʋan̪t̪aʋaɭeː hyp: aɳniːɾkonalsɪndɪspeɾtal̪ikeoaɳdaɡele cer: 72.09
ref: aːʈirruʋajjamenru hyp: alɪspɾʊspojmɪndɪl cer: 82.35
ref: ket̪t̪anajmaːn̪t̪aɾkaɭn̪erriʋijaɾʋaj hyp: kertamimandaɡelunestɾimierʊɪ cer: 69.44
ref: t͡ʃoːlajjileːpuːt̪t̪at̪anippuːʋoːn̪iːt̪aːn hyp: iol̪elepuɾtotal̪ipuʊɾniɪða cer: 61.9
ref: n̪eɲt͡ʃinirt͡ʃeːt͡ʃuʋint̪oɳʈaɾn̪inajppennat̪oːɻi-t̪inam hyp: l̪ɪinɟiːnɪɾsɪesuðɪntonloɾunɪmeɾpalatol̪iudinama cer: 70.91
ref: n̪amat̪in̪t̪appejaɾkoɳʈamoɻijenraeɳɳam hyp: unomoɾenutɨʋt̪ɾejofonamoljanɾoɾeionelam cer: 76.32
ref: ulajjiliɾumpaj-jaːm hyp: puleiːliːɾonbɨɪia cer: 78.95
ref: n̪eːt͡ʃit̪t̪uʋaɾuʋoːɾkaɭpeɾukumʋaɳɳam hyp: umɪiːʂetoɾʊoɡol̪lpeɾoɡopaniːla cer: 83.78
ref: paɾaːkkiɾamat̪t̪aːlanpaːl hyp: palaskɾamotalaemaso cer: 52.0
ref: iɾun̪t̪at̪ut͡ʃaːʋieʈut̪t̪ut͡ʃt͡ʃenreː hyp: dɪlnʊndaðɪsal̪idɪlɾɪpɾɪsxanɾe cer: 83.78
ref: kaɳʈenankarpinukkuaɳijajkaɳkaɭaːl hyp: ananenpaɾpɪnɪstɪpamikankelalo cer: 66.67
ref: poːkaʋiʈʈuppuramt͡ʃollit̪t̪iɾijaʋeːɳʈaːm hyp: poɾeɾtopuɾanʂolɪpiɾjemenɾa cer: 70.0
ref: t̪oɻumpaɾkaɭaːkamat̪it̪t̪iʈaʋeːɳʈaːm hyp: tolʊnboelkalaɾesmosɪt̪elemedam cer: 72.22
ref: kaʈaʋuɭenummajakkilkaʋiɻppat̪umurajjaː hyp: koleul̪tenomaikelkawɪlupeðɪmoɾeaɾ cer: 71.05
ref: pat̪t̪onpat̪aːɳʈupaʈippuʋaɾaːt̪aːm hyp: paʃtoɳboðaɳesupol̪ɪtoɡeɾaðaɾ cer: 70.59
ref: mut̪aleɻut̪t̪oːt̪inummat̪ijiɾuʈʈaːkum hyp: uelaɪxtoðiðɪnkmaliːʒiːɾtaɾʊnɾ cer: 75.68
ref: piʈʈajʋaːjiliʈʈut̪t̪iɳikkum hyp: pɪspaliːdɪnikʊ cer: 77.78
ref: pirakkumaːenriɾun̪t̪eːnaʋʋaːreːperraːɭ hyp: pɪrkmaɪnðɪmeaʊɡwaɾɪpeɾtao cer: 71.05
ref: aʋann̪allaʋanpoːlaʋeːn̪aʈikkiraːn hyp: al̪alolal̪amaɳpolaðenosrikeɾaɾo cer: 57.58
ref: t̪eɾin̪t̪upat͡ʃijoːt̪iɾut̪iɾuenru hyp: eɾɪŋðɨpasɪʊsteðɪteðeaɳɡɪ cer: 81.82
ref: put̪t̪akat͡ʃaːlajeŋkum hyp: pustaðeʂaleiɾome cer: 68.18
ref: n̪iːjaːaʋanaːjaːɾit̪at͡ʃeɲt͡ʃiːŋka hyp: nɪaonaspɪalɨðɪʃɪndɪŋ cer: 82.35
ref: kaːlajampaɾit̪ijummaːlajmat̪ijamum hyp: kaleaʋɾpaɾeðɪmalɪfʊmalimo cer: 64.71
ref: uʈajn̪t̪apeʈʈimeːlkiʈan̪t̪apiʈʈajt̪ hyp: moenɾopɨɾtiːmelkelaneɾkɨpeɪ cer: 74.29
ref: t̪uːjakurit̪aːnt̪oːnrumʋaɾajkkum hyp: tuiskuɾiðaɳtoɾʊnɡaɾreto cer: 68.75
ref: ʋaːɭajuɾuʋiʋan̪t̪umannanenat̪uʈalaj hyp: lʊwaleɪimuʐisɪwaɾutɨumaɳamianeðoɾalɪ cer: 80.0
ref: marappinumoːt̪t̪ukkoɭalaːkumpaːɾppaːnpirappoɻukkaŋkunrakkeʈum hyp: maɾest̪emoʐt̪epoɾalaðopaʂpaɾtpeɾoʋpoðuːlkoɳonkʊntɾeskeɾʊn cer: 68.85
ref: inijaɾamalaːnt̪iɾun̪aːɭn̪alʋaːɻt̪t̪ukkaɭ hyp: iniaɾamolaɾteɾenalnalwaltɪkalɾ cer: 52.5
ref: koɳʈuʋiʈʈoːmpeːɾariʋupeɾuɲt͡ʃejalkaɭ hyp: kondotol̪ɡjeɾeðimepeɾenʂaeɡal cer: 69.44
ref: eppoɻut̪umpoːliɾit͡ʃanenra hyp: ɨpoldʊboɾɪlɪxsanɪnɾaɪɾ cer: 80.77
ref: ennaoɾut͡ʃukam hyp: beɳoʊoɾʂoma cer: 78.57
ref: marajʋaːkaʋat͡ʃikkinraːɾarin̪t̪ukoɭɭum hyp: maiwaʐelositempastaɪɾɪindepol̪lʊm cer: 78.95
ref: aʋanenput̪t̪akat̪t̪ajkiɻit̪t̪uʋiʈʈaːn hyp: aunɪntoɾt̪aðeɾt̪eilkeðitɨetaɳo cer: 70.27
ref: t͡ʃin̪t̪uʋeɭippaɳpaːʈʈint̪iɾaːʋiʈaaʈit̪t̪aɭamenran̪uːlajeɻut̪ijaʋaɾpaːlakiɾuʂɳan hyp: ʂendɨuilipaɾboalkenotɾal̪ilalitalaienɾonolɪiðidiɡolmalekɾɨʂeɾo cer: 70.0
ref: t͡ʃeʋijint͡ʃuʋajjuɳaɾaːʋaːjuɳaɾʋinmaːkkaɭaʋijinumʋaːɻinumen hyp: ʂemɪunsol̪oiunaɾaɾlwaiunaɾiːnomaɾkelal̪inowalenoðeieno cer: 72.88
ref: ʋaːt͡ʃappaʈimeːlan̪ikkaːt̪eː hyp: plaʂofaɾimɪlɪnkaliːi cer: 75.0
ref: eɾiʋukoɭɭaiɻaʋoːenru hyp: ɪlimukonlasɪaoiɾe cer: 65.0
ref: amut̪enrut͡ʃollumin̪t̪at̪t̪amiɻennaːʋi hyp: lamɨðemoʐuːɾʂolɪʊmɪɳdaɾtamoʐtenaði cer: 68.42
ref: paɾaʋaːjillaj hyp: paɾwail̪ɪ cer: 53.85
ref: ʋeːɳʈaːt̪at͡ʃaːt̪iiɾuʈʈuʋeɭuppat̪arkut̪ hyp: kwɨenɡaðoʂaliɾutɨuilɪtataɾkɨ cer: 74.36
ref: aːɻkamuenraːnt̪alajkunin̪t̪aːnkat̪t̪ijinkiːɻ hyp: palumoenɾaɳtal̪eɡoninalkat̪imxiʐ cer: 61.36
ref: mut̪ukajt̪t̪iɾuppimuʈʈijumpaːɾt̪t̪aːɾ hyp: olɪnɪstɪɾkɪonfaɾtaɾ cer: 81.08
ref: t͡ʃat̪t̪at̪t̪ajeɳɳit͡ʃt͡ʃalit̪t̪iːɾat͡ʃt͡ʃat̪t̪at̪t̪aːl hyp: ʂat̪eɾtɪenusɪʂal̪itirpet̪ostaɾo cer: 74.55
ref: peɾumpeːraʈajʋat̪ut̪aːnperrienkat̪oːɻaɾkaɭeː hyp: peɾonpiːɾeleɡodusaɾopestɾienɡtoɾaele cer: 65.91
ref: aɻakijamajileːaɻakijamajileː hyp: aliɡɪaɪlpaʒɪɟiːai cer: 71.43
ref: enajt̪t̪aːnumn̪allaʋajkeːʈkaanajt̪t̪aːnumaːnrapeɾumajt̪aɾum hyp: ɪmetononalol̪ɪkekeasaðeitoðofaɳɾot̪ɨɾumɨitoɾʊ cer: 71.19
ref: keːʈpinumkeːɭaːt̪t̪akajjaʋeːkeːɭʋijaːlt̪oːʈkappaʈaːt̪at͡ʃeʋi hyp: kespɨɾuŋkelatal̪ɪamekelmɪaltoɾoʋpoɾaðɪʂɪwi cer: 66.67
ref: n̪aʈajjumparappumuɳaɾʋaɳʈikaɭt͡ʃejʋoːm hyp: blaɾɪipaɾaʋtumaɾpwabielʂeiɡor cer: 71.05
ref: ʋeːlajkkaːɾijinʋiɾuppappaʈiaʋan hyp: ɾel̪ɪskaðɪodeɾltoʋpoɾiaɳo cer: 74.19
ref: eɳpoɾuɭaʋaːkat͡ʃt͡ʃelat͡ʃt͡ʃollit̪t̪aːnpiraɾʋaːjn̪uɳpoɾuɭkaːɳpat̪ariʋu hyp: piiːeɳpoɾlal̪aðexelɪʋʂeliːtankearaɾwaɪinonituɾolaɳdoseɾie cer: 74.29
ref: t͡ʃeːt͡ʃumukammat̪uenrum-marrum hyp: ɪesomolomodɪðɪnɾoɪtomalto cer: 83.87
ref: annat̪un̪aːnt͡ʃejt̪akurramanru-n̪aːn hyp: aɳlaðiːɾraɳʂeidapɪtomantɪɾnaɳo cer: 72.22
ref: mannaɾiʈumaːɳajjit̪ut̪iːmt̪iːmt̪iːmt̪iːm hyp: manaɾoɾomaɳeɪlðɪinpinokinutim cer: 65.0
ref: n̪aːʋilinit̪t̪iʈumappam hyp: maomɪlɪðɪstɪɾʊmaɾpam cer: 65.22
ref: peɾijaʋant̪alajmeːlt͡ʃaɾijaːjʋiːɻn̪t̪at̪u hyp: peɾɪoɳtal̪eɪnʂeɾɪaioðɪndeðɪɾ cer: 75.61
ref: t͡ʃoːrruppaːnajt̪uʈajkkappaʈʈat̪ajk hyp: ʂʊɾtuʋpanetoɾɪxkɪʋpastaðɪ cer: 71.43
ref: t͡ʃaːt̪akampaːɾt̪t̪oːmt͡ʃaɾijaːjaʋanukkup hyp: ʃaɾaʊnfaɪstʊŋktalɪaɨkɪ cer: 78.05
ref: t̪uːjakuʈikkoɾut̪oːʂat̪t̪ajjeː-t̪an̪t̪a hyp: tuɾɪxulikoɾɨt̪osɪʋtjetanða cer: 56.41
ref: pakut̪t̪ariʋut̪t̪iraloːnpaɳpinajmaraʋoːn hyp: polosteɾɪiwɾt̪ɾaloɳɪpaɳɪl̪enɪmaɾaɡwon cer: 65.0
ref: kut̪ikkumn̪aːɭen̪t̪an̪aːɭoː hyp: ɡʊlpʊmnaltɪndanalo cer: 70.37
ref: enpuilat̪anajʋejilpoːlakkaːjumeːanpuilat̪anajaram hyp: ɪnul̪ɪloðamebiːpolafolimeal̪ɪlaðanɪnfaɾa cer: 63.27
ref: maɳamikkat̪amiɻenramat̪imikkamoɻijaːm hyp: malkertamoʐaɾamadimɨɾkomol̪ɪam cer: 56.76
ref: poɾuɭennumpojjaːʋiɭakkamiɾuɭarukkumeɳɳijat̪eːjat̪t̪ut͡ʃt͡ʃenru hyp: ʊɪnonpouːaɾelakaŋiːlulaɾkoŋɟiːneðɪet̪ɨɪdɨ cer: 77.42
ref: enrut͡ʃonnaːnt̪eːrrumoɻiirakkinramanit̪an hyp: iɪnduonaltelpɾomolɪɾekent̪ɾamoniðenɾ cer: 70.73
ref: poːjeʈukkaaʈakkijamuːt͡ʃt͡ʃeʋaɾinmuːt͡ʃt͡ʃu hyp: poiɾekalekieamulteðoɾenomoʂɪ cer: 67.44
ref: t̪aːɾaɳijeːt̪oɻilaːɭaɾuɻajppukkut͡ʃ hyp: taɾenɪetol̪ilalaɾpol̪ɪpʊkɨɾ cer: 65.71
ref: kaʈalajʋat͡ʃappaʈat͡ʃt͡ʃejt̪at̪umat̪ut̪aːn hyp: koɾelɪiɡwesolpoɾaeðɪðomaðɪl̪aɳa cer: 78.57
ref: kuraɭpoɾuɭt̪eɭiʋaːɾuɳaɾt̪iranʋeːraːkalin hyp: poɾelpoɾoiteʝiuaɾunasɾeɾenieɾaðele cer: 65.0
ref: t̪eːʋajjarraʋiʈajat̪t̪ajpeːt͡ʃaːt̪iːɾ hyp: teðiːweɾtɾaoleɾteiːpeʂaðiðe cer: 78.38
ref: uŋkaɭukkun̪ikaɾeʋaɾumillaj hyp: oɾel̪elkenmiɡaðeoeɾoŋmɪlɪ cer: 73.08
ref: t̪aɾmat̪t̪inoʋʋoɾuʋit̪imurajkaɭajjumn̪ankuarin̪t̪aʋaɾ hyp: teɾnastenoul̪wʊɾoiɾimoɾeiɾainaplaɳuɡeaɾindeleɾ cer: 75.47
ref: ʋeŋkuɾut̪it̪anirkamaɻn̪t̪uʋiːɾaɲt͡ʃejkinrat̪amiɻ hyp: ɾɨŋɡuɾeðɪt̪aɳɪilkamoɻuntɨðliɾaneɡinɾastamɻ cer: 56.25
ref: minonrupeɳɳenrupuʋijilʋan̪t̪u hyp: miːɳonɾɪpeɳendɾɨpʊl̪ɪlondɨðe cer: 65.52
ref: paɳɳimalajkaɭenaʋiːt̪ikuʋippoːm hyp: paiːmaleɡlanapoliðikol̪ipo cer: 61.29
ref: n̪aːʋajarut̪t̪ut̪t̪olajkkumunneː-in̪t̪ap hyp: paʊaɾɪspɨtolɪtomoɳɪideɾ cer: 82.5
ref: uːkkamat̪ukajʋiʈeːl hyp: puʃkamaðɪkaiulem cer: 63.16
ref: t̪amiɻinumʋeːreŋkumjaːŋkaɳʈat̪illaj hyp: tamol̪ɪolomoðiɪðeɾonɡʊmnalkaɳɡaðeɳɪ cer: 82.86
ref: kajjajʋiɾit̪t̪eŋkaɭmejjinajppoːɾt̪t̪oːm hyp: kaʝiːɾest̪enɡeomeʝiːnɨilpoɾtom cer: 61.54
ref: paʈupaːʋit̪aːlijarrapirakumin̪t̪ap hyp: poɾɪbwaðʋitalɪʂɾokeremʊdoɾ cer: 76.47
ref: karpoːɾkaɭʋijakkumʋakajin̪n̪aːɭmaʈʈum hyp: karkoðelðɪkoboðepiunalmato cer: 72.97
ref: an̪t̪aʋeːɭajjilaɾumajt̪t̪alajʋi hyp: amdemelɪlfaɾomɪtalemɪ cer: 74.19
ref: aʋanent̪aɳɳiːɾpaːʈʈilajt̪uːkkierin̪t̪uʋiʈʈaːn hyp: aɳɪmtaɳiːbaɾteleitukieɾindelta cer: 64.44
ref: kat͡ʃt͡ʃaɳin̪t̪akoŋkajmaːt̪aɾkaɳkaɭʋiːt͡ʃupoːt̪inum hyp: feskaɳɪndeɪkoŋl̪eimadoɾkaɳɾelniːsoboðinon cer: 68.63
ref: n̪eːɾirt͡ʃuːrajmoːt̪umaːjin hyp: meɾerʂoɾimoðomai cer: 70.37
ref: t̪aɾajjinileːpuɾaɳʈaɻut̪aːɾaɳɳanaŋku hyp: taɾɪmiːlepoɾadaɾɪðaɾtaɳmenanɡɪ cer: 58.33
ref: enakkut̪alajʋaliʋan̪t̪uʋiʈʈat̪u hyp: emekesameiwolioaɳdɪeɾt̪e cer: 74.19
ref: paɾit̪aʋit̪t̪eːujiɾt̪uʈit̪uʈit̪t̪ut̪ hyp: paɾiðelkeuiatol̪ɪtolɪtɨ cer: 69.44
ref: t̪aɾaːʋiʈiln̪aːnmeːrkoɳʈaːlennaʋenraːɭ hyp: t̪aɾaoʐiːlamɪʂkondaliɳeoɪntaɳo cer: 60.53
ref: iɾuppat̪umejenreɳɳijiɾukkinriːɾkaɭ hyp: iːɾpademeʝiːimbɾnɨiɾiːkiuɡɾɪʋeɳa cer: 73.53
ref: iɾun̪t̪iŋkeːan̪iːt̪ijiʈajʋaːɻaʋeːɳʈaːm hyp: diɾendenɡit̪aɳiðiðeiɡwaɾendo cer: 73.68
ref: ʋisʋaɾuːpaŋkoɳʈumeːleːrippaːjkinraːɾ hyp: dɪʂoɾoɡokodɨmeleðipoɪenɾaɾ cer: 66.67
ref: aːɻʋurumaːt̪t̪ikamʋajt̪ikamt͡ʃukamaː hyp: auɾʊmpaɾt̪eanpaðinʂʊkamal cer: 66.67
ref: t͡ʃemport͡ʃilajikkaːleː hyp: kambuːxtlɪpukalɪ cer: 78.26
ref: meːlʋiɻumt̪ollajmaran̪t̪iɾun̪t̪aːɾpaɻat͡ʃ hyp: neluɪuntolemaɾandeɾondaɾoɾel cer: 65.85
ref: at̪t̪aɾuɳaman̪t̪aamut̪aʋallieːt̪ut͡ʃolʋaːɭ hyp: ostaɾonamaɳdɪɾamoðeɡolɪeseʂolwal cer: 69.05
ref: t̪an̪t̪apaɳat̪t̪ajt͡ʃt͡ʃaɾijaːjeɳɳit͡ʃ hyp: fandaponaeɪʂeɾiaiɳo cer: 76.32
ref: muːlikajjajt̪t̪eːʈamuʈijaːʋiʈʈaːlmalajjin hyp: pol̪ɪɡeiteɾapoɾɪaoɾtalmalino cer: 73.17
ref: ʋiɭaŋkukinrat̪enkaɾut̪t̪ilt͡ʃolliʋiʈʈeːn hyp: l̪iɪaɳnɳoɳemuɾaɾtenkaɾoteloʂol̪ɪwiɾteɳo cer: 72.5
ref: aɳiperat̪t̪amiɻaɾkuːʈʈam hyp: aɳipoɾestamoɾoskut̪am cer: 54.17
ref: t̪uːjmajt͡ʃt͡ʃakoːt̪aɾaɾt̪uːɾn̪t̪umarajn̪t̪at̪ajt͡ʃ hyp: tuimaiʂaɡʊtoɾeʋtuɾuːdɪemaɾeɪnɡaðe cer: 72.55
ref: pojt̪t̪uppaːkkipojt̪t̪uppaːkki hyp: pʊtpadiːpʊltupakɪ cer: 66.67
ref: maːrrat̪t̪ajt̪aʋiɾaʋeːret̪uʋumn̪ilajjaːnat̪alla hyp: mwaʂtaskɨiltal̪ɾamjeɾotoloneleaɳola cer: 74.47
ref: ilajunakkat̪ikaːɾam-an̪t̪a hyp: ɪleʝulakaɾiɡaɾamɡuaɳme cer: 61.54
ref: peʈʈimiːt̪iliʈʈuʈkaːɾn̪t̪aːn hyp: pɪɾtɪmiːðelɪpʊɾkoɳaɳo cer: 75.0
ref: t͡ʃaːʈt͡ʃijumn̪iːjanroː-pat͡ʃi hyp: ʂaʂiunmjenɾopasi cer: 66.67
ref: pujaleːkuɻaleːmajileːijaleː hyp: pwieliːoɾeleamailɪiele cer: 55.56
ref: t̪eɾut̪t̪iɳɳajmeːliʈʈeːnn̪it̪t̪iɾajjumpoːneːn hyp: keɾɪskɪmnɨɪmepɪlɪpiːðjʊnpunɪm cer: 82.22
ref: n̪aːmmalajkkakkuppanʋiɾajʋaːjn̪aʈan̪t̪aːnoː hyp: unamalɪskeɾopaiɾeoaɪiɳɾedano cer: 69.77
ref: paːʈaːt̪at̪eːniːkkaɭulaʋaːt̪t̪enral hyp: alaðotɪiɳipaltɾulaɡwastendoɾso cer: 77.14
ref: ʋeppakuɭiɾn̪iːɾoːʈʈaŋkaɭt͡ʃan̪t̪ikkumpakut̪it͡ʃiran̪t̪amiːnpiʈit̪t̪aɭamaːkum hyp: mopakwil̪ɳiːɾokandolʂaɳdɪkopolðikeɾandeumiːnpidɪt̪alamaðona cer: 64.47
ref: kuʈajjaɭit̪t̪oːmn̪allan̪aʈajjankaɭt͡ʃejt̪oːm hyp: kwɾaiɡelestonail̪anɳalemɾelʂeidom cer: 70.45
ref: aʋiɻn̪t̪ut͡ʃit̪arumeːappaʈimuʈin̪t̪at̪u hyp: aiiːndɪʂeðeɾomeat̪oɾimol̪ɾintaðe cer: 74.36
ref: ennamaɳijaʈienrukeːʈʈaːn hyp: ienemonieɾiɪnɾukeɾtalo cer: 62.5
ref: t̪arukkinaːrpirat̪eːt͡ʃat̪t̪aːɾ hyp: tal̪ɪtimaɾpeneðeʂoʋtaɾo cer: 74.19
ref: parpalapeːɾt͡ʃeːɾkkajpalamt͡ʃeːɾkkumt͡ʃejt̪oɻilil hyp: paɾpolapjexetepalansɪʋkomʂeitoʐe cer: 65.31
ref: unakkenajt̪t̪an̪t̪iʈaaʈʈijillaj-in̪t̪ak hyp: olalkelatandiɾapaɾtieikɪndaɾ cer: 66.67
ref: ɾaːt͡ʃaːŋkappokkiʂat̪t̪ajn̪aːmt̪irakkaʋeːɳʈumpin hyp: paʂaŋɡapukiːʂeteiɳaultiːrakemelonpeno cer: 68.75
ref: koɲt͡ʃan̪eːɾat̪t̪ililaŋkajjileːkoɳʈuʋan̪t̪u hyp: onʐenɨɾeʋkɾielaŋɡiːeondondɨ cer: 74.42
ref: t͡ʃaŋkilipaʈajt̪t̪aːɭt̪alajʋaɾukkaːkaʋeː hyp: ʂaŋɟɪlpoleltalkalɪwelkaɡɪi cer: 75.0
ref: t͡ʃet̪t̪aiɾaːmanumlakʂmaɳanumt͡ʃeːɾn̪t̪eɻun̪t̪aːɾ hyp: keɾtoɾamoloɳulaʋʂwonaoseɳndeɻudaɾ cer: 69.39
ref: ʋit̪aʋajkkumarumaɳamut̪aʋut̪alit̪amaː hyp: pweðaiːkiemalumaɾaɳoðeuoðeikiðama cer: 67.57
ref: t͡ʃaːt̪amkurajt̪t̪alʋeːɳʈum hyp: ʂadonkoetemenlʊ cer: 85.19
ref: t̪oːʂamkuɳamarin̪t̪un̪aʈappaːj-t̪ujaɾkaʈappaːj hyp: tosʂamunkonomoɾɪndenaɾoʋpaitoieɾaloʋpai cer: 67.39
ref: in̪t̪aːɾuippaʈijeːpaɳɳiʈʈuiɾun̪t̪aːn̪aːʈenʂanaːkiʈuʋanpaːt̪t̪ukkoː hyp: ɪndaɾɪspɾieɡoɳɨintɾeðomdalaltenielalil̪ɾineɳfaɾtoko cer: 71.21
ref: immajinpamʋeːɳʈal-ujiɾin hyp: ilmaiːnbonbendeɪlɡʊʝɾeno cer: 70.83
ref: annat̪t̪int̪uːʋianit͡ʃt͡ʃamalaɾeʈut̪t̪ut͡ʃ hyp: aɳakentoðiaɳɪseaʐmaðaɾeltɨɾ cer: 71.43
ref: kulamakaɭajannaʋanpaːlkarkaʋiʈʈaːl hyp: ulamaɡalɪaɳol̪anpalkaskeltaɾ cer: 52.94
ref: keːɭʋimujal hyp: kɪlmɪmwal cer: 63.64
ref: makkaɭuɻajkkaːmunmeːliɾun̪t̪uʋan̪t̪iʈumoː hyp: moɾkelwɾelkamomiːioɾodɨɡwaɳdɪɾom cer: 75.61
ref: t͡ʃiːɾt̪t̪oɻilaːɭaɾuɻajt̪t̪auʈampir hyp: itol̪ɪlalaspoɾeɪteoɾanbeɾ cer: 77.14
ref: ʋaɭɭikkoʈijumʋat̪aŋkijat̪ajppoːl hyp: wal̪ɪʋkoɾunbaleɟeðeipol cer: 75.0
ref: aɾaɳmanajjileʋʋiʈat̪t̪umt͡ʃaɲt͡ʃaɾikka hyp: paɾamɾiiːlɪbɨlaɾtoʂanʝeɾike cer: 73.68
ref: maɳan̪t̪iʈan̪eɲt͡ʃilʋaliʋuɭat̪oː-enru hyp: maɾandeleɾlɪnɟelwaliɡolaðoiːnɾɪ cer: 67.57
