
### RESULTS FROM LATTICE TM ###

ref: akabadoelbailelaxenteakudealkonbitekepɾepaɾanlosmaioɾdomos hyp: okeðaliloil̪aɛnɾeexwðeeiloletet̪æpælɾenæioraɾ cer: 72.41
ref: subasepɾinsipaleselaeɾopweɾtointeɾnasionaldekwalalumpuɾ hyp: s̪wɡææteifʝpaɛxælæert̪ɔlueeaseaðieɡwðel̪umpɔs cer: 70.91
ref: lapolisiaarestaabobibaɾtɾeɡɾesakonsufamilja hyp: ræbol̪is̪ææl̪esemoemæl̪nɾaris̪epoefolʎ cer: 79.07
ref: ɡloɾjabibjentedelaɲodelsentenaɾjoaljansista hyp: læl̪jel̪is̪jnt̪l̪liðesent̪ðerðelæls̪ cer: 74.42
ref: aidostiposdelkombatekweɾpoakweɾpoikonsedeenlosɾompekabesas hyp: bʝs̪aʃtelsɾɾɡaɡatpoeoklkoɛðeaswopeðs̪as̪uɾ cer: 75.86
ref: peɾsonaxeɾelebanteeselkuɾabɾot͡ʃeɾoelpeɾsonaxesobɾesaljentedelaɾexion hyp: ɾɾs̪emeserɛl̪æɾd̪ɛolaɾel̪silprɾɾoleseas̪ɔɾis̪ol̪ɾpol̪æis̪ cer: 75.36
ref: pɾemjadakomopelikulaikomolamexoɾkansiondelaɲo hyp: l̪ɛnɛðɛtes̪xolɛxurexarpɛɾʃiɔnd̪ cer: 84.44
ref: uswalmenteabɾamenoskandidatoselexidospoɾkosientekeeskaɲosdisponibles hyp: ɔs̪ulniɾiæroniasonɾatsæl̪ikʝlatoɡɔs̪ms̪itoðes̪tul̪l cer: 76.47
ref: semudoanaʃbiʝetennesseekwandotenjasinkoaɲos hyp: eɔɡwæeɾselsɛoatal̪jas̪jɡɔ cer: 81.4
ref: esunapjedɾadeɡɾantamaɲokonunkɾistoalsentɾo hyp: ilabjðemat̪at̪ɾerɔt̪ cer: 80.95
ref: kapiʝamaioɾkonbobedadekɾuseɾjaestɾeʝadaiaɾkotɾjunfaldemedjopunto hyp: labeðemæt̪ɔomɔaðikuol̪ieponeɾɛkkɔfotɛnaiu cer: 79.69
ref: tubjeɾondosʝxosɡaɾiimaɾilin hyp: ɔɛɾotosɛpɛɾjmæi cer: 74.07
ref: papitekjeɾo hyp: pies̪aɾɛ cer: 63.64
ref: ¡bjentodos¡esteesunasalto¡kenadjesemweba hyp: otæɔiɛuðoset̪eul̪al̪jseuæðe cer: 72.5
ref: xuljanobamosaaɡwantaɾdemasjadotjempo hyp: kojelel̪mefakooserɾlas̪t̪eees̪æ cer: 80.56
ref: sinembaɾɡofweesteultimoelkeseʝamowali-adopɾinsipeeɾedeɾo hyp: fiðenβrðasoes̪taoɾteænxaseʎeoet̪ufɾesebɾæl̪æɾ cer: 78.57
ref: lasintaobtuboelpɾemjoauɡwstosanmiɡeldesineekwatoɾjano hyp: l̪æfjmɾost̪obæl̪bl̪ɲjɔmos̪tuæɾɾisjneæt̪aɾela cer: 79.25
ref: esmjembɾodeelkolexionasional hyp: es̪mbl̪ɔɡæl̪xɔɾeseɔos̪ɔnæð cer: 75.0
ref: lapolitikaindustɾjalikomeɾsialsonaoɾalasɾesponsabilidadesespesifikasdeldespat͡ʃo hyp: akaʎteænteaosiæsɔɔɾls̪ɛkasɛɡʎɛlkɛfjɡɛɡamis̪tæki cer: 80.0
PER: 78.85080213903744
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 

### RESULTS FROM ALLOSAURUS ALONE ###

ref: fwexefepɾobinsialdeiskjeɾdaɾepublikana hyp: pwes̪esepɾomjis̪ialðes̪kjeðaðeɾulxala cer: 50.0
ref: estotɾaekomokonsekwensiaelseɾaktibamenteinbestiɡadopoɾbaɾjospeɾsonaxes hyp: estotɾekomokonsepwensiæðelseɾastibamentibestiɡaðopoɾmaospeɾsonases cer: 17.14
ref: elmismotenjapɾoblemaskaɾdjakos hyp: elnismotenjapɾol̪lemaskal̪jakos cer: 16.67
ref: unbwennumeɾofweɾonkɾeadosensutotalidadpaɾaelespektakulo hyp: it̪apwataɾomoɾaɾɛaualiðapaɾtap cer: 72.73
ref: enpaɾtikulaɾtodoslosoɾdinalesɾeɡwlaɾessonkaɾdinales hyp: epastixulaɾtoðlosoɾtiðaleɾeɡulaɾesusokaɾðiðales cer: 27.45
ref: losobɾeɾospanadeɾoslakonsumjanensualmweɾso hyp: losoɾeɾopanaleɾosulapaɾiaæmibaɾbat cer: 54.76
ref: espwesunameskladeaɡwainjebe hyp: eɛspoesunameslaðeawaxie cer: 37.04
ref: aɡwdoposeeunabexetasionmediteraneaenlakedestakanelensinaɾilaxaɾa hyp: auopoɾeunaðes̪itasuðiðeaðanialakestaltanoeðentinaðilaspaɾ cer: 50.0
ref: instɾwidalakausaseranodeɾeinafwearestadoienbjadoasantjaɡodeɡwatemala hyp: minɾoiðalakaosapeɾanoðsinospoɾestalostembjaðopokeðoðeowatemaɾ cer: 51.47
ref: semantubokomolakansionmasdeskaɾɡadapoɾtɾessemanas hyp: memɔnðɔamolantɔmwaɛnkaðealxantfɛtspɾomaðxt cer: 71.43
ref: lukaseiɡtsesunsubuɾbjoatipikoiakenoinkluieunaɾeaɾesidensial hyp: mɔɡafasunxtpiɔaiðeðɔɾt̪eðɔnonoeoaɾaɛs̪nos̪ɛai cer: 76.27
ref: fwetjodelpolitikomiɡelpɾimodeɾibeɾaiuɾkixo hyp: ɔtjɔmɔfɔnɡetɔnɔxtɔnmaɾoðɔʃiðɛstiɡt cer: 83.33
ref: sukareɾaseabjainisiadokomolokutoɾaenlaɾadjolokal hyp: tuðɔmeis̪jaðkɔlɛkutɔlalarɛalɔɡaɾ cer: 68.75
ref: senesesitankantidadeskonstantesdewmedadpaɾaestableseɾlafɾutaɡɾande hyp: el̪els̪itankeariðaðes̪ɔnsanteðomeɾaxpaɾestaleseniafinuɾeane cer: 46.97
ref: entɾesusakompaɲantesmusikalesfiɡwɾanpaulkunwɡostɾasseɾixameslast hyp: ɛðɛsusatomaðeɾmosixalɛsimoɾafɔlikɔmɔrsaɾaenfja cer: 64.06
ref: elteɾminoalpjedelpodjoenelkwaɾtoluɡaɾ hyp:  cer: 100.0
ref: suusoasidopɾoʝbidoenalɡwnospaises hyp: ne cer: 93.94
ref: aoɾabjenelpaɾenteskoentɾeestostɾespensadoɾesbamut͡ʃomasaʝadeesto hyp: at̪u cer: 95.31
ref: deskɾibjolakansionkomopaɾisʝltonasiendokaɾaokedeʃeɾilkɾow hyp: petɾimjolakantionkomopaɾisiltonalt̪ienokaɾaofieðeseɾixɾal̪ cer: 33.33
ref: sabetokaɾelpjano hyp: samesokaɾðelfiano cer: 31.25
ref: desdeesemomentoelkomandoaɾxentinopeɾdjotodakomunikasionkonlaislatwle hyp: ɾesðesemomentoelkomanðasent̪inopelɾiotoðakomunitationkosðaixlaɾtule cer: 27.94
ref: lamaioɾjadelapoblasionbibedelaaɡɾikultuɾa hyp: ulamaɾɔljalɛslaʃuɾlaʃjɔmimeðɛmaɡɔɾɛskutuɾa cer: 58.54
ref: lakansionfweutilisadaenlatelenobelaɾebeldeduɾantesupɾimeɾatempoɾada hyp: lasansiosutimisasemoatemenoðelaɾeɡulteuɾantɾesupɾimeɾasemsolaɾ cer: 32.84
ref: lowisdondeapaɾesiopoɾpɾimeɾabesenpublikoalosseisaɲos hyp: loispoðeaxaɾesiofoɾtol̪imeɾaðesenpul̪likoalosoisal cer: 34.62
ref: debidoasusbwenasaktwasionesenelboloɡnafwetɾansfeɾidoalsoutamptondeinɡlatera hyp: ðeðiðasosbwenataktwasionestenælbulanafwet̪ɾanfaɾiðoɛlsamfampoteinlatera cer: 30.67
ref: susedeseenkwentɾaenpekin hyp: soseðesenkwentɾempekin cer: 20.83
ref: otɾasfwentesindikankesupɾesidensiaduɾosinkoaɲos hyp: otɾaskwentesed̪ikatesupɾes̪iðensiaðoðosinkwaɲo cer: 27.66
ref: posteɾjoɾmentekomensounafasedeabandonofaboɾesidopoɾelkɾesimjentodelasiudad hyp: postaɾiɾmetekonifoul̪afaseleal̪ansofaoɾes̪iðopoɾarikɾasinintoðelasiðaɾ cer: 40.54
ref: impɾesjonadopoɾeldeskubɾimjentowiattkomensosukareɾadeaɾkeoloɡoafisionado hyp: timeselaðoɾoðexoriðientonsikwas̪komeltosulaɾeɡaðeæɾtioɾoafis̪imas cer: 58.33
ref: pɾaktikamentesepwedeɾealisaɾlasaktibidadeskotidjanaseksseptoexeɾsisio hyp: pasimantesiboðeɾalisalaðiðealkolianospes̪æpokɾefiɡeltes̪o cer: 59.42
ref: poɾesteet͡ʃoadkiɾjomaioɾnotoɾjedadmundjal hyp: poɾsesos̪ljomaioɾnonɾiðaxuɟjaɡ cer: 51.22
ref: laspɾeɡwntasmasfɾekwentesnoaseptanlateoɾjadelanaɾkokapitalismokomopaɾtedelanaɾkismo hyp: sount̪osmasɛkwaɡeslas̪et̪anloɾjaðelanalkopaɾaɡokariɡaðismopowaxeðeometisiɾ cer: 59.04
ref: seaunɡɾupoiɡunelementodeesteɡɾupo hyp: kjɛbɔixɛmamɛnɾɔsaosa cer: 87.88
ref: poɾultimoladisposisionenkapasdepintuɾasɾepɾesentalaebolusionpsikoloxika hyp: foutiplastulispasisiest̪aðalaɾibolaeðosɛnaoseatipeapis cer: 69.01
ref: enesteekipopeɾmanesedostempoɾadasenlaskeɡanadosliɡas hyp: penesefiðopeɾmaneseðast̪efoɾaɾtelasɟeðealaspasi cer: 46.15
ref: esɾekonosidapoɾsusanakɾonismosisumaɾkadainflwensiaɾenasentista hyp: bɛslerɔɾoxiapaɾt̪anakal̪iɾisumaɾpɛmipoɾemesebɔɾlas̪ cer: 66.13
ref: ljonelskaloninasioenlasiudaddepuxatoenlapɾobinsiadesantafe hyp: onel̪eskaðoninasiemapibal̪ekupas̪kounakomisel̪sanpati cer: 53.45
ref: autunpasoabeɾnaɾdodeɡotʝa hyp: al̪tufasɔalðanmaɾðoðeðoltj cer: 60.0
ref: supɾesensiaesinsieɾtaentailandja hyp: sukɔns̪ɛnfjaɛfins̪isɛpaɛlamnixt cer: 68.75
ref: ionokonteste hyp: ixɔloɡɔðɛkɛ cer: 83.33
ref: peɾokwalnoseɾjamiasombɾoalbeɾkelaniɲat͡ʃole hyp: boɾopwanoteɾæmɛstt̪aunsɛðɛbanɛbɔɾɛ cer: 69.77
ref: tekjeɾomaɾisa hyp: t̪ɛpo cer: 84.62
ref: fwedissipulodelpoetaxeɾaɾdodjeɡo hyp: pwaðisifuloðɛlbɔɛtaɛɾaɾɛbɔɾjɛɔ cer: 59.38
ref: losdjaɾjosswekosimpɾimjeɾonunaseɾjedeʝstoɾjassobɾepetteɾssonisusabentuɾas hyp: loeaɾiusoeɛxonsimpɾimeɾoumunaseɾiaðistoɾisoðɾepeɾpeɾsonisusaɾentuɾas cer: 35.62
ref: alolaɾɡodesuʝstoɾjaelmant͡ʃesteɾsitiaxuɡadoenotɾosterenos hyp: aloaɾɡoðeswuistoɾjaɛlmaxɛsaɾsiðiaxuɡɛðɔnɛmtutɛɾɛme cer: 49.12
ref: lanwebaaljansamostɾosudebilidaddesdesukonstitusion hyp: laloaljansamotosuðiɡɾaðenesuɡokostituse cer: 46.0
ref: konstadeunasolanabekɾuseɾoikabeseɾakwadɾanɡwlaɾ hyp: xostaðeunasololaðepɾuseɾotaðes̪eɡwaðaɾmulaɾ cer: 40.43
ref: miɡelmuɾjoenaɲasko hyp: wimuloxinaɲasku cer: 50.0
ref: ademasesunbeʝoexemplodeestiloɡotiko hyp: aðemastesumɛoxɛmploðɾestilot̪iko cer: 37.14
ref: unabeskekumpljolosdjesisjeteaɲosfiɾmosupɾimeɾkontɾatopɾofesjonal hyp: unaxiɡumbleloðifiðeaɲospiɾmosul̪imeɾkontɾaðoɾososionali cer: 42.19
ref: elkastiʝoesdeuntiposimilaɾalkastiʝodeǩeskikɾumlob hyp: elkastioeðeunt̪ipos̪imilaɾalɡatiðeseskikɾumlof cer: 24.49
ref: ɾeinamoɾaola hyp: klinamuraspola cer: 50.0
ref: ¿kedeseapaɾameɾendaɾ hyp: keɛsɛfɔlameɾinmaɾn cer: 55.0
ref: ¡asidoinkɾeiblekaʝate hyp: asimintɔinlɛxtɡalaxte cer: 61.9
ref: elmedidoɾdekombodɾenakonstantementeielkomboseɾompekwandosebasia hyp: ɛlmeðiðoɾtekomboɾenakonstantenenteielkomboseropekwanosemasiɾ cer: 17.46
ref: komensoasentiɾɡwstopoɾelɾealismoobxetibofɾjoidekoɾatibo hyp: konoinoasentiɾɡustopɔɾeɾealis̪ɛmxɛtjɡɾjosilekɔɾatj cer: 40.0
ref: laɡamadekoloɾesabaɾkaelmaronbeɾdekɾemaasulpalidooɡɾis hyp: laɡamaðekoloɾespal̪aɾtelmaɾoðepɾikɾematulpalilorɾix cer: 33.96
ref: ʝxodemanwelaredondoideelbiɾaɡonsales hyp: unsoðemamelaɾeantoðenewiɾaðontalo cer: 52.78
ref: susaktibidadesestanɡobeɾnadaspoɾelkonsexodelbanko hyp: usaðiðaðekosaðomeɾmaɾateðoðeðeðoakat cer: 63.27
ref: supɾimeɾmatɾimonjopeɾmanesiosindessendensiaaliɡwalkesueɾmanoxuljoeɾnesto hyp: kɾinematimenokelal̪etoxlet̪onenotopunoɾaepotolanotinieɡwot̪t cer: 68.06
ref: ɾaplatinofest hyp: alinoɔfɛst cer: 46.15
ref: laseɾjeaɾesibidounaɾesepsionmikstadeloskɾitikos hyp: eseɾjasemiʎolasesemɛstaðefat̪ cer: 61.7
ref: odafoɾmapaɾtedelɡɾupoasteɾoidaldeʝlda hyp: oðas̪oɾat̪aɾelobwoɾpasteɾoiðaðexi cer: 56.76
ref: lamaioɾpaɾtedelaɾɡwmentoestabasadoenlakasamasdibeɾtidadeteksas hyp: lamoiepanteðelamomentoestal̪asaðoelakasamawinaɾbilaðesteɾa cer: 37.1
ref: noaidifeɾensiaenelɡɾadooensuskaɾakteɾistikas hyp: knoðifaɾesienelɾaðofoðinsuskaɾesteɾislikas cer: 34.09
ref: lamaioɾpaɾtedesukareɾakompitjokomoamateuɾ hyp: lamaɔlfatɛlasusarelasanplikjopɔmsamafɾɛu cer: 53.66
ref: suplanokonsistedeunpekeɲobestibulounasolanabekoɾoisakɾistja hyp: supleðokonseseðeut̪exeɲoɾestiɡuloponasolaðespoɾosusasiɾispia cer: 38.98
ref: losseɾbisioskepɾobeenlosmotoɾesdebuskedasonekstɾemadamentebwenos hyp: loseɾemisokeopɾoɾenosmos̪æɾeseamus̪ieðasonefiɾomalameseɡwol̪enos̪ cer: 46.88
ref: ɾesibjodispaɾosenlakabesaielpet͡ʃoɾealisadosdesdeunamotosikleta hyp: siʎoiswaɾosæmekaðes̪aiepeomeæalisaðoseðeunamososixlesaɾ cer: 41.27
ref: sueleɡantepɾosaestaɾekoxidaenlaobɾamisselaneabjaxensnaminatera hyp: swal̪eɡantefoɾosatistaɾekofiðealaɾanisðelaniaiaiensnamiɲelera cer: 35.48
ref: duɾanteunaɲofweestudjantedeunasekundaɾjaentɾentonmit͡ʃiɡan hyp: turaðeunaɲopwesoðianteðeunasekonðaɾiaentɾentonmilao cer: 34.48
ref: publikaabitwalmenteennotesfɾomteɾoialbotanikɡaɾdenedinbuɾɡ hyp: pul̪likawitwalmentenospɾonðeroiaðmotanixkal̪ðeneðemol cer: 44.83
ref: suɾjaestafoɾmadopoɾdosnukleosoentidadesdepoblasion hyp: suɾjaestapolpaðopwoɾðasmulasoentiðaðesl̪epolateo cer: 38.0
ref: enbaɾjasokasjonesasidopɾomosionadakomolapɾimeɾasupeɾmodelointeɾnasionalt͡ʃina hyp: kelmaɾiasokas̪ionesasiðompɾomoseolanakopoelapemeɾasepeɾmosenointaɾmasionalsine cer: 31.17
ref: fabɾikadeembutidosaɾtesanales hyp: paoɾikaðenmutiðosaɾtesamane cer: 31.03
ref: inklusoelbiɾapoweʝsediskulpakoneʝaaleɡandokeaɾpeɾabjaidodemasjadolexos hyp: inɡlusolwiapoeseðikol̪fakoneseɾaleɡanðokesaltaɾal̪jaiðol̪oðemasiaðolexos cer: 40.0
ref: lasfiɡwɾaskonɡɾwentessonakeʝasketjenenlamismafoɾmaielmismotamaɲo hyp: ilasiɡwɾiakomɡɾwentesonakeseketienelamimafoɾmoialmixlotamani cer: 28.12
ref: miɡelpablobit͡ʃleɡoelpalasioasusobɾinoelɡɾandukekonstantinonikolaiebit͡ʃ hyp: miealorileoepalasiososobɾinoeʎanɾuɡekostantinonikolejemi cer: 33.33
ref: elbideodelsiɡientesensiʝoɾokktʝskountɾi hyp: elfioðasems̪atioɾwaɾpis̪kat cer: 69.23
ref: muɾjopɾematuɾamentedetifus hyp: mulɛpɾatanɾamɛnɾaðeifoʃ cer: 53.85
ref: suɾeputasionalkansotodalanasionielnumeɾodepɾaktikantesaumento hyp: suɾot̪utasionaðesasatoðalaɾmast̪inenipielomeɾoðelɾat̪iamutesomenta cer: 47.54
ref: ɾealmentefwemuiimpoɾtantekealɡienkomofidelɡamboakɾeieɾaenmi hyp: bɔlɔðɛnɔɛsasuðaɡebɛlðaɾntuaɾn cer: 83.05
ref: enlaisladesotoaiunapoblasionɾesidentedeekspeɾtospeskadoɾesaimaɾas hyp: uaɔɾaɾalɔtɔjlɔnðɛeðabɔsafɛpankɾaɾ cer: 81.54
ref: ensutɾaiektoɾjaabɾjotodaslaspweɾtasɡɾandesdeplasasimpoɾtantes hyp: asuɛntɔnɛɡalaɡɔsɛðɔnðɛtɛt̪atakaɾ cer: 81.97
ref: mjentɾaskefloɾuɾbinaidabidmaɾtinesɾeɡɾesaɾonkomoxweses hyp: osɛxɔɾðialiɾmainsinbeɛs̪ɔankɔpɔsp cer: 74.07
ref: disponedeseɾbisiosdeseɾkanjaskekubɾeneltɾaiektoferol-oɾtiɡeiɾa hyp: eoniesowisixosokal̪iskepolsepɾepopoɾopɾoɾt̪oɡeʝi cer: 64.52
ref: nunkadexodeeskɾibiɾ hyp: unsaðɛxɔðstel cer: 73.68
ref: musikalisosuobɾalakalandɾjademibarjoentɾemut͡ʃasotɾaspjesasteatɾales hyp: munsikalisosoɾemakalanbiaðeniβaɡioenteposasɾot̪apesaɾeɾasale cer: 42.65
ref: suinisiokomoaktoɾfweenmaɾjafandanɡo hyp: soinitefɔmasɔnfwemaɾjiafonlalwa cer: 54.29
ref: aktwalmenteeskonsideɾadakomounapelikuladekulto hyp: aswaɾmentenskofiðeɾalakomonatelislaɡefos cer: 39.13
ref: elpɾoblemaesmasfɾekwenteenlasnasionespobɾes hyp: memasmɔsfɛskwntɛalanɔlsbeumɾɛs cer: 60.47
ref: alɾeemplasodeskiɾeʝeɡoelɡitaristadesesjonasisibɾaʝm hyp: asɾoposoðesxwaieʝeɡolelitaɾistaðsasionasis̪ouɾaem cer: 43.14
ref: eledifisioestaenkaladomenoselsokaloilosbanos hyp: eðisisostænkalaðomenoselsokalopilosmanos cer: 25.0
ref: dosoɾasdekaminoseɲoɾ hyp: ilðɔsɔɾaðekaminɔsɛɲaɾ cer: 50.0
ref: unaimaxenbalemaskemilpalabɾas hyp: pɔnemɛtɛbalɛmastasɡemɛxtalal̪ɾaist cer: 68.97
ref: elkantoiɡwalimonotonodeunɡɾiʝoɾompjaelsilensio hyp: elkatepwalimolotonoðiðoɾiɾoɾonpɾiæs̪il̪ensio cer: 39.13
ref: xaneakabademudaɾse hyp: iæinakaβalɛnmunaɾ cer: 61.11
ref: todounpɾonostikodelfutuɾodelpais hyp: t̪aðapamaikɔepul̪aðɛlpae cer: 71.88
ref: sulokalisasioneksaktaeskalsadapedɾoaɡalbanialdama hyp: sunapaɾesɔtjanɛksapɛʃkasaðapeðɔasuðalwanialbami cer: 53.06
ref: aunkeseɲalokomopositibaslasanteɾjoɾesekspeɾjensiasenkanalsuɾ hyp: amkisoɲoloɡomopositiβasolanteiolpeðensiespenkanals̪uɾ cer: 38.33
ref: poɾexemploempjesanoteɾminaɾdesieɾtafoɾma hyp: olixemd̪joðenpjesanfotelminaɾesiatafoɾ cer: 37.5
ref: setɾatadedostablasenfoɾmatɾjanɡwlaɾɾematadaspoɾunadobleboluta hyp: sit̪ɾantæs̪ðeðostablasefoɾmoðimulaotoimasaðafoɾloleɡolut cer: 52.46
ref: seakomofweɾelasweɾtedelostɾesxuɡadoɾesenelbaɾselonafwedesiɡwal hyp: seakomopweɾelaswoɾtaðelos̪ɾespuaðoɾesenolbaɾfononapeðes̪iɡwaɾ cer: 27.42
ref: konsiɡiendounalut͡ʃabeɾbal hyp: konsienðonaloæðeɾpal cer: 42.31
ref: todalaislaespɾopjedaddelɡobjeɾnofedeɾalestadounidense hyp: toðalaislaespɾopiaðaðeilɡorjeɾnospeðeɾaɾestaðounimense cer: 26.42
ref: elaeɾopweɾtodebiɡotjeneunklimamasfɾjokelapɾopjasiudad hyp: kelaɾopweɾotoðemiɡokeneunkimamaseɾiokelapɾopiaesiaɾ cer: 28.3
ref: ademasdebaɾjoskanalesɾexionalespɾibados hyp: aðemalðemaɾjoskamaneɾexionalespɾiaðs cer: 25.64
ref: konestosɾesultadoswbonesesidaddeunpaɾtidodedesempate hyp: anɛstoɾasoltaðosoanaseseaðemaɾtioðeðesemak cer: 46.15
ref: libɾodelaunibeɾsidaddelapuntasanlwis hyp: limɾomelouniðosiðaðelabonɡasauist cer: 44.44
ref: supoesjaapaɾesioenlasmasimpoɾtantesantoloxiasdebeɾsosdelaɡerasibil hyp: subolsiabaɾes̪iolamas̪imboɾðantesantoloxiaseðeɾsosomilaræamaiði cer: 36.36
ref: losbokalesduɾankwatɾoaɲosensusfunsionespudjendoseɾɾenobadassusdesiɡnasiones hyp: loxoɡalesðuɾamɡwantɾoaɲosensofunsionepoðjenðosaɾanoɾass̪uɾeseɡenasionas cer: 33.33
ref: ademastjeneunpoɾsentaxealtoenelsembɾadodellupulomundjal hyp: almasiunpoɾs̪entaxealtoenelsebɾaðoðeilupoðunmubjan cer: 34.55
ref: ensusbeɾsossepɾesentakonunaoposisiondesespeɾadafɾentealkɾistjanismo hyp: esuibeɾsosepɾesetakolopusis̪ionesespeɾaðaɾfeɾentelklespianesmi cer: 31.34
ref: fɾeemanandkompani hyp: ʃlimɔnanpambaɾɛ cer: 64.71
ref: nasioenbɾatislaba hyp: maxieɛðis̪nax cer: 70.59
ref: alteɾnakonelfestibaldekaɾtaɡo hyp: ɛlipɛɾmakonixɛxtialmekaɾprɔ cer: 55.17
ref: estoʝeboaldeklibedelaliteɾatuɾaenlenɡwasbeɾnakulas hyp: etɾeoailɾekilðelauteɾatoɾat̪iounenwasubeɾmakulaso cer: 46.0
ref: losteritoɾjosbulɡaɾosfweɾonadministɾadoseneleialatodeɾumelja hyp: losaɾitol̪inbolʎol̪osfweɾoneministɾaoseneɾteʎiæl̪etomeɾomeʎjæ cer: 41.67
ref: bibljoɡɾafjaxwankaɾlosɾubjomasaelmesenasɡoaɾtistikodelakasadukaldefeɾja hyp: mieɾasiakwanɡanoroiomaspemes̪enaswoɾðis̪ikoelaɡasaðukalðefeni cer: 43.66
ref: enlassonasdebaxaaltitudeksistenkaktusiaɡabe hyp: ɛnasɔnaðemaxaɛtitonsɛsisinkatosunalaðe cer: 48.84
ref: peɾoelekipoalbineɡɾonoloɡɾoelansjadoassenso hyp: peɾol̪tinkwolinelanaloɡɾolamspjaðafeso cer: 46.51
ref: aktwalmenteeseloɡaɾdelɡwanɡxufk hyp: aktwal̪lmenteseloðaɾnelnɡoaninspuɾepes̪e cer: 58.06
ref: seanenkontɾadoexemplaɾeskonesteusokedatandelpaleolitikosupeɾjoɾ hyp: sænenkontɾaðelxemplæɾeʃkonest̪eusokeðatanðelpaleoninikosupelioɾ cer: 22.22
ref: ɾoseɾoestabebidaseelaboɾakonmaisifɾutas hyp: pɾoseɾoesaðeðiðaselaɡoɾæakonoisifenoðæt cer: 41.03
ref: losinkasbarjosaltos hyp: lofinmarjoskaltos cer: 31.58
ref: peɾonoobtubjeɾonlaɾenunsiadefalkon hyp: peɾanoftubjeanleɾenonfjðet̪alkon cer: 38.24
ref: mastaɾdelosdjoenlasiudad hyp: mastaɾðeluðiðjolasjɔa cer: 45.83
ref: inteɾesadoenkwestjoneswmanitaɾjastɾabaxokomopɾofesoɾ hyp: inteɾesaðolenpwes̪ionesumoniktaðjasfɾasoɡonepoɾsesoɾ cer: 36.54
ref: enkadaetapaseotoɾɡanpuntosallideɾdelaklasifikasionxeneɾal hyp: penkaðesapasiotoɾɡanfuntosaliðeɾeðelaɾeðasisikasionsiniɾaɡos cer: 35.09
ref: elmisilestandaɾsedesiɡnapoɾblokesenfunsiondesupaketeteknoloxiko hyp: ɛlnis̪ilestanðaɾes̪eðes̪inapoɾolokesenfusioðesopaɾketesekioloxiko cer: 26.98
ref: floɾeseenoktubɾeinobjembɾe hyp: floɾes̪eɛnoktobɾeinomie cer: 30.77
ref: sukomandanteoɾixinalfweelkoɾonelwɡomaɾtinespobeda hyp: sukomanɡansepoɾixinalfoelfoɾonelpoɡomaɾtiðespol̪eða cer: 24.49
ref: elpɾesidenteasidoplenamenteinfoɾmado hyp: al̪pos̪entɛsnilɔflenamɛntofɔfat cer: 58.33
ref: bisenteɾoxo hyp: itenteɔsta cer: 54.55
ref: enalemanjaɾesibjoasimismoelpɾemjoessedetɾaduksion hyp: inalemaniaosiʎaimitɛmepɔɾimnɛfɛluɡɾaɡisj cer: 59.18
ref: sondefoɾmaɾektanɡwlaɾiforadosenlapaɾteinteɾjoɾkonseda hyp: somðefoɾomaɾt̪etanɡuðaɾiforaðonopaɾtimfeðetenseðo cer: 45.28
ref: esunadelasmasdestakadasunibeɾsidadestailandesasenaɾteiaɾkeoloxia hyp: is̪wunalaɾmaðespat̪ɾemosoniɾoseðaðesaiɡanðesasiat̪eʝatoɾokie cer: 56.25
ref: fwemjembɾodelafamiljawaɾbuɾɡipadɾedeottoeinɾit͡ʃwaɾbuɾɡ hyp: imjemboðelafaminɛwaɾboipal̪alotoxaisikwamiɡo cer: 52.73
ref: ɡanobaɾjospɾemjosliteɾaɾjosenɡɾanbɾetaɲaestadosunidosiswesia hyp: ilanomaɾiospɾemiosil̪iteɾaðiosunɡɾeabɾoet̪aiapest̪aɡoskoniðosiswaɾt̪ia cer: 41.67
ref: lamaioɾjadesuseskɾitosansidopublikadospostumamente hyp: lamaiul̪ɾiaðɛst̪usesɟeɾitoaniðopul̪iðaðospostomamenet̪ cer: 40.0
ref: esuswalkonsumiɾlokomopostɾe hyp: ɛsuntuas̪onsuneokomuɡospe cer: 51.85
ref: sunombɾekompletoeskatedɾaleiɡlesjametɾopolitanadesanpedɾoenioɾk hyp: apaɾɛɡɔʃɛaðeðapɛteɾmlðaðesal̪kɾti cer: 79.37
ref: unodesuspɾofesoɾesfweenɾikobetti hyp: bɔsiot̪paɛspaɾiɾɛt cer: 81.25
ref: kaliskonlobuloskaɾnosostɾjanɡwlaɾes hyp: maxpomɔtɛeɾɛspɾɛtsntaɾ cer: 77.14
