Audio path,Text
tulu_spliced_audio/kudla_cafe/kudla_cafe_326.mp3,he always said this place isnt just a hotel
tulu_spliced_audio/kudla_cafe/kudla_cafe_327.mp3,instead it should feel like
tulu_spliced_audio/kudla_cafe/kudla_cafe_328.mp3,i feel bad for the kid
tulu_spliced_audio/kudla_cafe/kudla_cafe_329.mp3,children suffer for the sins of elders
tulu_spliced_audio/kudla_cafe/kudla_cafe_330.mp3,then what should have uncle pandu done ask his son to let him die in the hospital
tulu_spliced_audio/kudla_cafe/kudla_cafe_331.mp3,one does what he can right
tulu_spliced_audio/kudla_cafe/kudla_cafe_332.mp3,its not like that
tulu_spliced_audio/kudla_cafe/kudla_cafe_333.mp3,couldnt he consider other options
tulu_spliced_audio/kudla_cafe/kudla_cafe_334.mp3,look there is no point talking about the past
tulu_spliced_audio/kudla_cafe/kudla_cafe_335.mp3,now can we help gautu
tulu_spliced_audio/kudla_cafe/kudla_cafe_336.mp3,lets talk about that
tulu_spliced_audio/kudla_cafe/kudla_cafe_337.mp3,see
tulu_spliced_audio/kudla_cafe/kudla_cafe_338.mp3,ill ask my father if he can help
tulu_spliced_audio/kudla_cafe/kudla_cafe_339.mp3,what more can we do
tulu_spliced_audio/kudla_cafe/kudla_cafe_340.mp3,why do you have to do that
tulu_spliced_audio/kudla_cafe/kudla_cafe_341.mp3,let try to do something
tulu_spliced_audio/kudla_cafe/kudla_cafe_342.mp3,we have to do something
tulu_spliced_audio/kudla_cafe/kudla_cafe_343.mp3,lets meet here tomorrow share all our ideas see where it goes
tulu_spliced_audio/kudla_cafe/kudla_cafe_344.mp3,tomorrow again
tulu_spliced_audio/kudla_cafe/kudla_cafe_345.mp3,what is this
tulu_spliced_audio/kudla_cafe/kudla_cafe_346.mp3,i have got family
tulu_spliced_audio/kudla_cafe/kudla_cafe_347.mp3,i cant leave my family and sit here everyday
tulu_spliced_audio/kudla_cafe/kudla_cafe_348.mp3,so we don’t have family we are beggars
tulu_spliced_audio/kudla_cafe/kudla_cafe_349.mp3,i don’t talk to mad people
tulu_spliced_audio/kudla_cafe/kudla_cafe_350.mp3,you keep quiet
tulu_spliced_audio/kudla_cafe/kudla_cafe_351.mp3,raghu just a few more days
tulu_spliced_audio/kudla_cafe/kudla_cafe_352.mp3,we can’t leave gautham like this
tulu_spliced_audio/kudla_cafe/kudla_cafe_353.mp3,he will lose this hotel
tulu_spliced_audio/kudla_cafe/kudla_cafe_354.mp3,pandu uncle was always like a master for us
tulu_spliced_audio/kudla_cafe/kudla_cafe_355.mp3,he had helped us guided us
tulu_spliced_audio/kudla_cafe/kudla_cafe_356.mp3,its time to repay him for his good deeds
tulu_spliced_audio/kudla_cafe/kudla_cafe_357.mp3,raghu don’t you wish his soul should rest in peace
tulu_spliced_audio/kudla_cafe/kudla_cafe_358.mp3,youre right
tulu_spliced_audio/kudla_cafe/kudla_cafe_359.mp3,but we need to think practically
tulu_spliced_audio/kudla_cafe/kudla_cafe_360.mp3,did i say i wont help him
tulu_spliced_audio/kudla_cafe/kudla_cafe_361.mp3,at best we can pool in money and help him out
tulu_spliced_audio/kudla_cafe/kudla_cafe_362.mp3,what else can we do
tulu_spliced_audio/kudla_cafe/kudla_cafe_363.mp3,this is not just about money
tulu_spliced_audio/kudla_cafe/kudla_cafe_364.mp3,right now gautu needs our support
tulu_spliced_audio/kudla_cafe/kudla_cafe_365.mp3,hes like a family member
tulu_spliced_audio/kudla_cafe/kudla_cafe_366.mp3,but why waste time coming here everyday
tulu_spliced_audio/kudla_cafe/kudla_cafe_367.mp3,let him leave
tulu_spliced_audio/kudla_cafe/kudla_cafe_368.mp3,let’s be serious how can we help him
tulu_spliced_audio/kudla_cafe/kudla_cafe_369.mp3,even i am telling you seriously
tulu_spliced_audio/kudla_cafe/kudla_cafe_370.mp3,we should try at least
tulu_spliced_audio/kudla_cafe/kudla_cafe_371.mp3,let him go both of us will do something
tulu_spliced_audio/kudla_cafe/kudla_cafe_372.mp3,selfish fellow
tulu_spliced_audio/kudla_cafe/kudla_cafe_373.mp3,okay ill take your leave
tulu_spliced_audio/kudla_cafe/kudla_cafe_374.mp3,he is such a selfish fellow
tulu_spliced_audio/kudla_cafe/kudla_cafe_375.mp3,its okay let it be we force anyone
tulu_spliced_audio/kudla_cafe/kudla_cafe_376.mp3,let it be now how should we help gautu
tulu_spliced_audio/kudla_cafe/kudla_cafe_377.mp3,i wanted to have a word
tulu_spliced_audio/kudla_cafe/kudla_cafe_378.mp3,the thing is
tulu_spliced_audio/kudla_cafe/kudla_cafe_379.mp3,i spoke to pandu uncle’s grandson gautam
tulu_spliced_audio/kudla_cafe/kudla_cafe_380.mp3,hes facing tough times
tulu_spliced_audio/kudla_cafe/kudla_cafe_381.mp3,yes aasif
tulu_spliced_audio/kudla_cafe/kudla_cafe_382.mp3,theyve fallen into the trap of a guy
tulu_spliced_audio/kudla_cafe/kudla_cafe_383.mp3,now its up to us to do something
tulu_spliced_audio/kudla_cafe/kudla_cafe_384.mp3,thats the problem theyve got the cafes documents kishor
tulu_spliced_audio/kudla_cafe/kudla_cafe_385.mp3,now he has to repay almost 20 lakhs
tulu_spliced_audio/kudla_cafe/kudla_cafe_386.mp3,very sad
tulu_spliced_audio/kudla_cafe/kudla_cafe_387.mp3,what if we help him out
tulu_spliced_audio/kudla_cafe/kudla_cafe_388.mp3,i feel sorry for his situation
tulu_spliced_audio/kudla_cafe/kudla_cafe_389.mp3,a but we dont have enough money to donate to strangers do we
tulu_spliced_audio/kudla_cafe/kudla_cafe_390.mp3,can we do anything about it
tulu_spliced_audio/kudla_cafe/kudla_cafe_391.mp3,he is not a stranger dad
tulu_spliced_audio/kudla_cafe/kudla_cafe_392.mp3,pandu uncle was very close to us
tulu_spliced_audio/kudla_cafe/kudla_cafe_393.mp3,when i was in college i used to regularly visit kudla café
tulu_spliced_audio/kudla_cafe/kudla_cafe_394.mp3,i remember all those things i didn’t forget
tulu_spliced_audio/kudla_cafe/kudla_cafe_395.mp3,don’t you have any cash
tulu_spliced_audio/kudla_cafe/kudla_cafe_396.mp3,i pay you a salary right do whatever you want with that money
tulu_spliced_audio/kudla_cafe/kudla_cafe_397.mp3,i don’t have money to spend for all these things
tulu_spliced_audio/kudla_cafe/kudla_cafe_398.mp3,now i am a bit busy
tulu_spliced_audio/kudla_cafe/kudla_cafe_399.mp3,good night dad
tulu_spliced_audio/kudla_cafe/kudla_cafe_400.mp3,pandu uncle
tulu_spliced_audio/kudla_cafe/kudla_cafe_401.mp3,you wouldve met him by now
tulu_spliced_audio/kudla_cafe/kudla_cafe_402.mp3,take care of him till i get there myself
tulu_spliced_audio/kudla_cafe/kudla_cafe_403.mp3,what happened dear havent slept yet
tulu_spliced_audio/kudla_cafe/kudla_cafe_404.mp3,i heard your conversation with grandfather
tulu_spliced_audio/kudla_cafe/kudla_cafe_405.mp3,overhearing elders is bad manners my child
tulu_spliced_audio/kudla_cafe/kudla_cafe_406.mp3,i dont know i want to
tulu_spliced_audio/kudla_cafe/kudla_cafe_407.mp3,if mom was here
tulu_spliced_audio/kudla_cafe/kudla_cafe_408.mp3,she would have suggested what to do right
tulu_spliced_audio/kudla_cafe/kudla_cafe_409.mp3,do as your heart says
tulu_spliced_audio/kudla_cafe/kudla_cafe_410.mp3,care about what others say
tulu_spliced_audio/kudla_cafe/kudla_cafe_411.mp3,arent you growing up fast talking like an old lady
tulu_spliced_audio/kudla_cafe/kudla_cafe_412.mp3,brother please don’t do this to me
tulu_spliced_audio/kudla_cafe/kudla_cafe_413.mp3,ill return your money anyhow
tulu_spliced_audio/kudla_cafe/kudla_cafe_414.mp3,please dont take my stuff
tulu_spliced_audio/kudla_cafe/kudla_cafe_415.mp3,get out move
tulu_spliced_audio/kudla_cafe/kudla_cafe_416.mp3,ive verified all the documents of this property
tulu_spliced_audio/kudla_cafe/kudla_cafe_417.mp3,you got your chances get aside
tulu_spliced_audio/kudla_cafe/kudla_cafe_418.mp3,whats up having a good laugh
tulu_spliced_audio/kudla_cafe/kudla_cafe_419.mp3,why is raghu fuming jokes on him
tulu_spliced_audio/kudla_cafe/kudla_cafe_420.mp3,hes become world famous in our area
tulu_spliced_audio/kudla_cafe/kudla_cafe_421.mp3,why what happened whats the matter
tulu_spliced_audio/kudla_cafe/kudla_cafe_422.mp3,raghu was swimming in the pond
tulu_spliced_audio/kudla_cafe/kudla_cafe_423.mp3,bhaskar took his clothes and ran away
tulu_spliced_audio/kudla_cafe/kudla_cafe_424.mp3,uncle i had to go home in an under garment
tulu_spliced_audio/kudla_cafe/kudla_cafe_425.mp3,everyone was staring at me shocked
tulu_spliced_audio/kudla_cafe/kudla_cafe_426.mp3,i never felt so embarrassed in my whole life
tulu_spliced_audio/kudla_cafe/kudla_cafe_427.mp3,uncle even you are laughing at me right
tulu_spliced_audio/kudla_cafe/kudla_cafe_428.mp3,there is no point telling my sad story
tulu_spliced_audio/kudla_cafe/kudla_cafe_429.mp3,to cover my body i had to use coconut leaves
tulu_spliced_audio/kudla_cafe/kudla_cafe_430.mp3,on top of that a dog started chasing me
tulu_spliced_audio/kudla_cafe/kudla_cafe_431.mp3,are you guys my friends
tulu_spliced_audio/kudla_cafe/kudla_cafe_432.mp3,better to not have friends at all
tulu_spliced_audio/kudla_cafe/kudla_cafe_433.mp3,raghu you should never say that
tulu_spliced_audio/kudla_cafe/kudla_cafe_434.mp3,in one’s life friends are the most valuable gifts
tulu_spliced_audio/kudla_cafe/kudla_cafe_435.mp3,did you understand
tulu_spliced_audio/kudla_cafe/kudla_cafe_436.mp3,we should always think before we speak
tulu_spliced_audio/kudla_cafe/kudla_cafe_437.mp3,sometimes god gives us exactly what we ask for
tulu_spliced_audio/kudla_cafe/kudla_cafe_438.mp3,did you understand
tulu_spliced_audio/kudla_cafe/kudla_cafe_439.mp3,uncle if he had to ask god for anything
tulu_spliced_audio/kudla_cafe/kudla_cafe_440.mp3,he wouldve asked for his clothes back
tulu_spliced_audio/kudla_cafe/kudla_cafe_441.mp3,left bend properly right
tulu_spliced_audio/kudla_cafe/kudla_cafe_442.mp3,left right left right
tulu_spliced_audio/kudla_cafe/kudla_cafe_443.mp3,hey it’s not like that
tulu_spliced_audio/kudla_cafe/kudla_cafe_444.mp3,then how i find it difficult
tulu_spliced_audio/kudla_cafe/kudla_cafe_445.mp3,see me i will show you
tulu_spliced_audio/kudla_cafe/kudla_cafe_446.mp3,left right
tulu_spliced_audio/kudla_cafe/kudla_cafe_447.mp3,left right right left
tulu_spliced_audio/kudla_cafe/kudla_cafe_448.mp3,coming coming
tulu_spliced_audio/kudla_cafe/kudla_cafe_449.mp3,lets spend some time thinking about how to get the money
tulu_spliced_audio/kudla_cafe/kudla_cafe_450.mp3,scoot in
tulu_spliced_audio/kudla_cafe/kudla_cafe_451.mp3,how come youre here you said you wont come
tulu_spliced_audio/kudla_cafe/kudla_cafe_452.mp3,what i didnt come for you
tulu_spliced_audio/kudla_cafe/kudla_cafe_453.mp3,so what were you guys saying
tulu_spliced_audio/kudla_cafe/kudla_cafe_454.mp3,gautu how much cash do you have now
tulu_spliced_audio/kudla_cafe/kudla_cafe_455.mp3,i have got 3 lakhs
tulu_spliced_audio/kudla_cafe/kudla_cafe_456.mp3,youve got 3 lakhs
tulu_spliced_audio/kudla_cafe/kudla_cafe_457.mp3,what can we do for the rest
tulu_spliced_audio/kudla_cafe/kudla_cafe_458.mp3,i can arrange for 1 lakh
tulu_spliced_audio/kudla_cafe/kudla_cafe_459.mp3,i have arranged for 1 lakh
tulu_spliced_audio/kudla_cafe/kudla_cafe_460.mp3,oh all poor people are done
tulu_spliced_audio/kudla_cafe/kudla_cafe_461.mp3,now let the boss speak
tulu_spliced_audio/kudla_cafe/kudla_cafe_462.mp3,write 5 lakhs form my side
tulu_spliced_audio/kudla_cafe/kudla_cafe_463.mp3,what are you staring at
tulu_spliced_audio/kudla_cafe/kudla_cafe_464.mp3,dont have to pay immediately right later right ill pay
tulu_spliced_audio/kudla_cafe/kudla_cafe_465.mp3,i asked you to write
tulu_spliced_audio/kudla_cafe/kudla_cafe_466.mp3,weve to save him anyhow right
tulu_spliced_audio/kudla_cafe/kudla_cafe_467.mp3,i don’t know how to thank you people
tulu_spliced_audio/kudla_cafe/kudla_cafe_468.mp3,god blesses those who pick up the fallen
tulu_spliced_audio/kudla_cafe/kudla_cafe_469.mp3,ill make sure that i repay all of you
tulu_spliced_audio/kudla_cafe/kudla_cafe_470.mp3,then gautu’s 3 lakh
tulu_spliced_audio/kudla_cafe/kudla_cafe_471.mp3,i ail raghu’s 1 lakh and 1 lakh from me
tulu_spliced_audio/kudla_cafe/kudla_cafe_472.mp3,so in total we have 10 lakhs
tulu_spliced_audio/kudla_cafe/kudla_cafe_473.mp3,as for the remaining 10 lakhs
tulu_spliced_audio/kudla_cafe/kudla_cafe_474.mp3,do we have any ideas
tulu_spliced_audio/kudla_cafe/kudla_cafe_475.mp3,is brain working
tulu_spliced_audio/kudla_cafe/kudla_cafe_476.mp3,what is this you know weve to arrange 10 lakhs in a month
tulu_spliced_audio/kudla_cafe/kudla_cafe_477.mp3,even a bank wont give 10 lakh interest for a 10 lakhs deposit
tulu_spliced_audio/kudla_cafe/kudla_cafe_478.mp3,but i have got one super idea
tulu_spliced_audio/kudla_cafe/kudla_cafe_479.mp3,place is this
tulu_spliced_audio/kudla_cafe/kudla_cafe_480.mp3,this is my regular place why are you worried
tulu_spliced_audio/kudla_cafe/kudla_cafe_481.mp3,i don’t find it safe feels risky
tulu_spliced_audio/kudla_cafe/kudla_cafe_482.mp3,life is full of risk
tulu_spliced_audio/kudla_cafe/kudla_cafe_483.mp3,bhaskar you know were in trouble right
tulu_spliced_audio/kudla_cafe/kudla_cafe_484.mp3,the troubled attract trouble
tulu_spliced_audio/kudla_cafe/kudla_cafe_485.mp3,but i have solutions we need a good hand a good weapon
tulu_spliced_audio/kudla_cafe/kudla_cafe_486.mp3,weapon where is it
tulu_spliced_audio/kudla_cafe/kudla_cafe_487.mp3,here get down
tulu_spliced_audio/kudla_cafe/kudla_cafe_488.mp3,where is he taking us
tulu_spliced_audio/kudla_cafe/kudla_cafe_489.mp3,where
tulu_spliced_audio/kudla_cafe/kudla_cafe_490.mp3,come come come
tulu_spliced_audio/kudla_cafe/kudla_cafe_491.mp3,windows are open man
tulu_spliced_audio/kudla_cafe/kudla_cafe_492.mp3,the moneys with him right nothing to worry about
tulu_spliced_audio/kudla_cafe/kudla_cafe_493.mp3,heyhey do you think this is kindergarten
tulu_spliced_audio/kudla_cafe/kudla_cafe_494.mp3,anyone can come and join huh who are these guys
tulu_spliced_audio/kudla_cafe/kudla_cafe_495.mp3,these people are with me
tulu_spliced_audio/kudla_cafe/kudla_cafe_496.mp3,so what are they bigshots send them out
tulu_spliced_audio/kudla_cafe/kudla_cafe_497.mp3,brother we are his bodyguards
tulu_spliced_audio/kudla_cafe/kudla_cafe_498.mp3,bodyguard
tulu_spliced_audio/kudla_cafe/kudla_cafe_499.mp3,you don’t need bodyguards to play cards
tulu_spliced_audio/kudla_cafe/kudla_cafe_500.mp3,you need money
tulu_spliced_audio/kudla_cafe/kudla_cafe_501.mp3,if you have money then come and sit here
tulu_spliced_audio/kudla_cafe/kudla_cafe_502.mp3,you have it right
tulu_spliced_audio/kudla_cafe/kudla_cafe_503.mp3,of course
tulu_spliced_audio/kudla_cafe/kudla_cafe_504.mp3,then you come let them sit there
tulu_spliced_audio/kudla_cafe/kudla_cafe_505.mp3,how much
tulu_spliced_audio/kudla_cafe/kudla_cafe_506.mp3,5 thousand for one
tulu_spliced_audio/kudla_cafe/kudla_cafe_507.mp3,raghu give me 1 lakh
tulu_spliced_audio/kudla_cafe/kudla_cafe_508.mp3,quickly
tulu_spliced_audio/kudla_cafe/kudla_cafe_509.mp3,place cut
tulu_spliced_audio/kudla_cafe/kudla_cafe_510.mp3,highest
tulu_spliced_audio/kudla_cafe/kudla_cafe_511.mp3,where will you sit
tulu_spliced_audio/kudla_cafe/kudla_cafe_512.mp3,i will sit here
tulu_spliced_audio/kudla_cafe/kudla_cafe_513.mp3,how much is the bet
tulu_spliced_audio/kudla_cafe/kudla_cafe_514.mp3,5 thousand
tulu_spliced_audio/kudla_cafe/kudla_cafe_515.mp3,why is he playing blind
tulu_spliced_audio/kudla_cafe/kudla_cafe_516.mp3,10 seen
tulu_spliced_audio/kudla_cafe/kudla_cafe_517.mp3,10 seen
tulu_spliced_audio/kudla_cafe/kudla_cafe_518.mp3,show
tulu_spliced_audio/kudla_cafe/kudla_cafe_519.mp3,i think it’s enough right
tulu_spliced_audio/kudla_cafe/kudla_cafe_520.mp3,ill just tell him
tulu_spliced_audio/kudla_cafe/kudla_cafe_521.mp3,bhaskar i think it’s enough for today
tulu_spliced_audio/kudla_cafe/kudla_cafe_522.mp3,dont be too ambitious
tulu_spliced_audio/kudla_cafe/kudla_cafe_523.mp3,shouldn’t we be happy with what we have
tulu_spliced_audio/kudla_cafe/kudla_cafe_524.mp3,are you mad
tulu_spliced_audio/kudla_cafe/kudla_cafe_525.mp3,this day will never come back again
tulu_spliced_audio/kudla_cafe/kudla_cafe_526.mp3,its my lucking lucky day im not getting up
tulu_spliced_audio/kudla_cafe/kudla_cafe_527.mp3,ill play safely don’t worry
tulu_spliced_audio/kudla_cafe/kudla_cafe_528.mp3,okay then we will be outside
tulu_spliced_audio/kudla_cafe/kudla_cafe_529.mp3,im suffocating here you play safely
tulu_spliced_audio/kudla_cafe/kudla_cafe_530.mp3,should we raise the stakes to 20 blind
tulu_spliced_audio/kudla_cafe/kudla_cafe_531.mp3,twenty blind
tulu_spliced_audio/kudla_cafe/kudla_cafe_532.mp3,have a 2
tulu_spliced_audio/kudla_cafe/kudla_cafe_533.mp3,i didn’t have any hopes with bhaskar
tulu_spliced_audio/kudla_cafe/kudla_cafe_534.mp3,but now i am very happy
tulu_spliced_audio/kudla_cafe/kudla_cafe_535.mp3,he is playing very safely right
tulu_spliced_audio/kudla_cafe/kudla_cafe_536.mp3,yes yes
tulu_spliced_audio/kudla_cafe/kudla_cafe_537.mp3,another twenty
tulu_spliced_audio/kudla_cafe/kudla_cafe_538.mp3,fifty
tulu_spliced_audio/kudla_cafe/kudla_cafe_539.mp3,bhaskar has improved a lot now
tulu_spliced_audio/kudla_cafe/kudla_cafe_540.mp3,doesnt play with a hothead like before
tulu_spliced_audio/kudla_cafe/kudla_cafe_541.mp3,using his brain now
tulu_spliced_audio/kudla_cafe/kudla_cafe_542.mp3,this is a funny game isnt it
tulu_spliced_audio/kudla_cafe/kudla_cafe_543.mp3,1 lakh becomes 4 lakhs overnight
tulu_spliced_audio/kudla_cafe/kudla_cafe_544.mp3,let me call gautu
tulu_spliced_audio/kudla_cafe/kudla_cafe_545.mp3,yeah okay
tulu_spliced_audio/kudla_cafe/kudla_cafe_546.mp3,hello gautu
tulu_spliced_audio/kudla_cafe/kudla_cafe_547.mp3,you don’t worry okay
tulu_spliced_audio/kudla_cafe/kudla_cafe_548.mp3,with god’s grace all our problems will be solved
tulu_spliced_audio/kudla_cafe/kudla_cafe_549.mp3,had enough already
tulu_spliced_audio/kudla_cafe/kudla_cafe_550.mp3,one minute ill get more money
tulu_spliced_audio/kudla_cafe/kudla_cafe_551.mp3,give me 1 lakh please
tulu_spliced_audio/kudla_cafe/kudla_cafe_552.mp3,what you were making money got over so soon
tulu_spliced_audio/kudla_cafe/kudla_cafe_553.mp3,gambling is like that you win some you lose some
tulu_spliced_audio/kudla_cafe/kudla_cafe_554.mp3,a big round give me more money
tulu_spliced_audio/kudla_cafe/kudla_cafe_555.mp3,i told you bhaskar dont be too ambitious
tulu_spliced_audio/kudla_cafe/kudla_cafe_556.mp3,forget the past my reputations on the line
tulu_spliced_audio/kudla_cafe/kudla_cafe_557.mp3,reputation what about commitment this is gautham’s money
tulu_spliced_audio/kudla_cafe/kudla_cafe_558.mp3,are you not giving me the money
tulu_spliced_audio/kudla_cafe/kudla_cafe_559.mp3,no
tulu_spliced_audio/kudla_cafe/kudla_cafe_560.mp3,just give me a lakh
tulu_spliced_audio/kudla_cafe/kudla_cafe_561.mp3,no i wont
tulu_spliced_audio/kudla_cafe/kudla_cafe_562.mp3,give me the money
tulu_spliced_audio/kudla_cafe/kudla_cafe_563.mp3,wont
tulu_spliced_audio/kudla_cafe/kudla_cafe_564.mp3,please ill return it in double
tulu_spliced_audio/kudla_cafe/kudla_cafe_565.mp3,i know what to do i have the confidence
tulu_spliced_audio/kudla_cafe/kudla_cafe_566.mp3,i will not give the money
tulu_spliced_audio/kudla_cafe/kudla_cafe_567.mp3,so you are not giving the money
tulu_spliced_audio/kudla_cafe/kudla_cafe_568.mp3,get away
tulu_spliced_audio/kudla_cafe/kudla_cafe_569.mp3,you guys just dont care
tulu_spliced_audio/kudla_cafe/kudla_cafe_570.mp3,where are you going turncoat
tulu_spliced_audio/kudla_cafe/kudla_cafe_571.mp3,unlock the door
tulu_spliced_audio/kudla_cafe/kudla_cafe_572.mp3,ask your mother to unlock it
tulu_spliced_audio/kudla_cafe/kudla_cafe_573.mp3,how will we go
tulu_spliced_audio/kudla_cafe/kudla_cafe_574.mp3,take a boat
tulu_spliced_audio/kudla_cafe/kudla_cafe_575.mp3,what kind of mad man is he
tulu_spliced_audio/kudla_cafe/kudla_cafe_576.mp3,will we get a boat at this time
tulu_spliced_audio/kudla_cafe/kudla_cafe_577.mp3,thanks for dropping me daddy
tulu_spliced_audio/kudla_cafe/kudla_cafe_578.mp3,its okay when will your car be ready
tulu_spliced_audio/kudla_cafe/kudla_cafe_579.mp3,daddy please stop it
tulu_spliced_audio/kudla_cafe/kudla_cafe_580.mp3,what is this
tulu_spliced_audio/kudla_cafe/kudla_cafe_581.mp3,you act like a child sometimes
tulu_spliced_audio/kudla_cafe/kudla_cafe_582.mp3,will you be coaching all your life or what
tulu_spliced_audio/kudla_cafe/kudla_cafe_583.mp3,why shouldn’t i do it i love my job
tulu_spliced_audio/kudla_cafe/kudla_cafe_584.mp3,why i do it i love my job
tulu_spliced_audio/kudla_cafe/kudla_cafe_585.mp3,why do you need this job
tulu_spliced_audio/kudla_cafe/kudla_cafe_586.mp3,it’s not your future think about it
tulu_spliced_audio/kudla_cafe/kudla_cafe_587.mp3,see didn’t i leave that job
tulu_spliced_audio/kudla_cafe/kudla_cafe_588.mp3,im not interested in leaving this job
tulu_spliced_audio/kudla_cafe/kudla_cafe_589.mp3,take your water bottle
tulu_spliced_audio/kudla_cafe/kudla_cafe_590.mp3,raghu
tulu_spliced_audio/kudla_cafe/kudla_cafe_591.mp3,coach this is my father
tulu_spliced_audio/kudla_cafe/kudla_cafe_592.mp3,hello
tulu_spliced_audio/kudla_cafe/kudla_cafe_593.mp3,do you know my father
tulu_spliced_audio/kudla_cafe/kudla_cafe_594.mp3,yes he was my opposition teams coach
tulu_spliced_audio/kudla_cafe/kudla_cafe_595.mp3,are you a player
tulu_spliced_audio/kudla_cafe/kudla_cafe_596.mp3,during those days he was the best raider
tulu_spliced_audio/kudla_cafe/kudla_cafe_597.mp3,oh really even pooja is the best raider in the team
tulu_spliced_audio/kudla_cafe/kudla_cafe_598.mp3,shes blessed with your talent
tulu_spliced_audio/kudla_cafe/kudla_cafe_599.mp3,she has a good future in sports
tulu_spliced_audio/kudla_cafe/kudla_cafe_600.mp3,she just needs your support
tulu_spliced_audio/kudla_cafe/kudla_cafe_601.mp3,come pooja let’s go
tulu_spliced_audio/kudla_cafe/kudla_cafe_602.mp3,bye ill see you
tulu_spliced_audio/kudla_cafe/kudla_cafe_603.mp3,bye dear
tulu_spliced_audio/kudla_cafe/kudla_cafe_604.mp3,yesterday it was a bit too much
tulu_spliced_audio/kudla_cafe/kudla_cafe_605.mp3,i know
tulu_spliced_audio/kudla_cafe/kudla_cafe_606.mp3,gautham called me in the morning the matter
tulu_spliced_audio/kudla_cafe/kudla_cafe_607.mp3,you saw yesterdays madness right maybe he doesnt need our help anymore
tulu_spliced_audio/kudla_cafe/kudla_cafe_608.mp3,and whats bhaskars story today
tulu_spliced_audio/kudla_cafe/kudla_cafe_609.mp3,hasnt been answering calls since morning
tulu_spliced_audio/kudla_cafe/kudla_cafe_610.mp3,let’s go to his house
tulu_spliced_audio/kudla_cafe/kudla_cafe_611.mp3,even if hes mad we need him right
tulu_spliced_audio/kudla_cafe/kudla_cafe_612.mp3,look how hes parked peter
tulu_spliced_audio/kudla_cafe/kudla_cafe_613.mp3,ring the bell there is a bell right
tulu_spliced_audio/kudla_cafe/kudla_cafe_614.mp3,bhaskar
tulu_spliced_audio/kudla_cafe/kudla_cafe_615.mp3,ji
tulu_spliced_audio/kudla_cafe/kudla_cafe_616.mp3,bhaskar
tulu_spliced_audio/kudla_cafe/kudla_cafe_617.mp3,whats all this ruckus
tulu_spliced_audio/kudla_cafe/kudla_cafe_618.mp3,did you sleep in the car the whole night
tulu_spliced_audio/kudla_cafe/kudla_cafe_619.mp3,speak softly others might hear it
tulu_spliced_audio/kudla_cafe/kudla_cafe_620.mp3,yesterday you left us there itself
tulu_spliced_audio/kudla_cafe/kudla_cafe_621.mp3,gautham had called to meet up at the cafe
tulu_spliced_audio/kudla_cafe/kudla_cafe_622.mp3,i don’t know why lets go and find out
tulu_spliced_audio/kudla_cafe/kudla_cafe_623.mp3,oh parked it so far up front huh
tulu_spliced_audio/kudla_cafe/kudla_cafe_624.mp3,oh wasnt driving in the night
tulu_spliced_audio/kudla_cafe/kudla_cafe_625.mp3,who is he
tulu_spliced_audio/kudla_cafe/kudla_cafe_626.mp3,even i don’t know who i came with at night
tulu_spliced_audio/kudla_cafe/kudla_cafe_627.mp3,the car is just short of kissing the porch
tulu_spliced_audio/kudla_cafe/kudla_cafe_628.mp3,kabaddi
tulu_spliced_audio/kudla_cafe/kudla_cafe_629.mp3,i didn’t understand
tulu_spliced_audio/kudla_cafe/kudla_cafe_630.mp3,yes kabaddi
tulu_spliced_audio/kudla_cafe/kudla_cafe_631.mp3,you serve in plates right why are you serving me a newspaper
tulu_spliced_audio/kudla_cafe/kudla_cafe_632.mp3,“getting the life partner of your choice”
tulu_spliced_audio/kudla_cafe/kudla_cafe_633.mp3,“repaying the earlier debts” “bad luck following you around”
tulu_spliced_audio/kudla_cafe/kudla_cafe_634.mp3,what is this
tulu_spliced_audio/kudla_cafe/kudla_cafe_635.mp3,theres a kabadi tournament within 25 days
tulu_spliced_audio/kudla_cafe/kudla_cafe_636.mp3,first time such a big tournament is being organized in kudla
tulu_spliced_audio/kudla_cafe/kudla_cafe_637.mp3,many teams will come from different places do you know
tulu_spliced_audio/kudla_cafe/kudla_cafe_638.mp3,so what should we do
tulu_spliced_audio/kudla_cafe/kudla_cafe_639.mp3,a federal banks mangalore branch will be sponsoring this tournament
tulu_spliced_audio/kudla_cafe/kudla_cafe_640.mp3,kudla hasnt seen a tournament of this scale
tulu_spliced_audio/kudla_cafe/kudla_cafe_641.mp3,but how is it connected with us arranging the money
tulu_spliced_audio/kudla_cafe/kudla_cafe_642.mp3,check the winning amount
tulu_spliced_audio/kudla_cafe/kudla_cafe_643.mp3,for runners up it is 10 lakhs
tulu_spliced_audio/kudla_cafe/kudla_cafe_644.mp3,and for winners it is 20 lakhs
tulu_spliced_audio/kudla_cafe/kudla_cafe_645.mp3,so what are you saying
tulu_spliced_audio/kudla_cafe/kudla_cafe_646.mp3,so if we assemble a team train them and if they win
tulu_spliced_audio/kudla_cafe/kudla_cafe_647.mp3,you think theyll just give us the money
tulu_spliced_audio/kudla_cafe/kudla_cafe_648.mp3,so what are you telling us
tulu_spliced_audio/kudla_cafe/kudla_cafe_649.mp3,not assembling another team
tulu_spliced_audio/kudla_cafe/kudla_cafe_650.mp3,we play ourselves
