path	translation	split
common_voice_ta_19340425.mp3	is the number of people with ... small?	test
common_voice_ta_19340426.mp3	hey unmarried girl! your	test
common_voice_ta_19340427.mp3	I think so too.	test
common_voice_ta_19340428.mp3	Do not allow suffering to overwhelm.	test
common_voice_ta_19535486.mp3	seemed as if there was a fault in the thickened broth	test
common_voice_ta_19535494.mp3	shine similarly, every time	test
common_voice_ta_19535508.mp3	beautiful women - for us though	test
common_voice_ta_19535516.mp3	was quiet thinking that he was a fool.	test
common_voice_ta_19535517.mp3	practice running - good	test
common_voice_ta_19535524.mp3	a woman who advocates that women provide	test
common_voice_ta_19535526.mp3	will say that ...lifted with hands, should you fear?	test
common_voice_ta_19535527.mp3	did I start? In Kiliyanoor	test
common_voice_ta_19535528.mp3	she stood up showing - the poison	test
common_voice_ta_19535529.mp3	considering, first ... ash with ...hand	test
common_voice_ta_19535531.mp3	as long as the women are chaste - in this world	test
common_voice_ta_19535533.mp3	One who adopts customs is a living being	test
common_voice_ta_19535537.mp3	that ... exists no longer	test
common_voice_ta_19535540.mp3	education increases intelligence; a family without intelligence	test
common_voice_ta_19535541.mp3	and stupidity were present together	test
common_voice_ta_19535542.mp3	for the child not to die the night’s darkness	test
common_voice_ta_19535553.mp3	the jackal that howls	test
common_voice_ta_19535554.mp3	with saliva flowing at the corner of the mouth	test
common_voice_ta_19535555.mp3	woman you start! said he - sensual enjoyment	test
common_voice_ta_19535558.mp3	for me, isn’t it? besides my dear friend!	test
common_voice_ta_19535560.mp3	Those words are as follows:	test
common_voice_ta_19535563.mp3	because of the blemish caused by mud, will the fragrance of lotus be lost?	test
common_voice_ta_19535564.mp3	in the world of love - they	test
common_voice_ta_19535568.mp3	there is no fault in the broth.	test
common_voice_ta_19535571.mp3	what is the problem in the child’s body?	test
common_voice_ta_19535572.mp3	who lit a lamp in the darkness and saw	test
common_voice_ta_19535578.mp3	believing the words of the ghosts of scriptures	test
common_voice_ta_19535580.mp3	When the opportunity is slim, be like a crane; when the time comes, go for the kill just as it does.	test
common_voice_ta_19535582.mp3	That time the neighbor	test
common_voice_ta_19535603.mp3	considering that the leader was like ”ok.”	test
common_voice_ta_19535606.mp3	According to scholars, preventing obstacles and resolutely going forward if obstacles occur are the two ways to adopt.	test
common_voice_ta_19535624.mp3	the poem that arose in my daughter’s heart	test
common_voice_ta_19535625.mp3	banish obstinacy and eliminate at least some of the selfishness	test
common_voice_ta_19535627.mp3	I gave on a wet mountain. Did not accept.	test
common_voice_ta_19535639.mp3	Morning blossomed! all the people ... their	test
common_voice_ta_19535640.mp3	He quickly read the wedding invitation.	test
common_voice_ta_19535641.mp3	girrrrrr gizzzzz ginnnnn said he.	test
common_voice_ta_19535648.mp3	The growing child has a stomach disorder	test
common_voice_ta_19535649.mp3	Do not seek anger and seek trouble as well	test
common_voice_ta_19535651.mp3	The brave Tamil ​​who ruled Sri Lanka then	test
common_voice_ta_19535666.mp3	in the trove a girl with spear-like eyes	test
common_voice_ta_19535670.mp3	in the middle of the trove beautiful green	test
common_voice_ta_19535693.mp3	lifted and washed his face quickly.	test
common_voice_ta_19535695.mp3	I cut his sword that touched. He turned and came back here!	test
common_voice_ta_19535697.mp3	You’ll say that all the groups of women are groups of idiots.	test
common_voice_ta_19535704.mp3	I have affection in my heart; that has increased	test
common_voice_ta_19535705.mp3	Let the people of Tamil Nadu consider that joy	test
common_voice_ta_19535707.mp3	Was this sadness in mind?	test
common_voice_ta_19535715.mp3	Except for the taste of honey	test
common_voice_ta_19535716.mp3	Is he worthy of winning? - No	test
common_voice_ta_19535717.mp3	To that world of knowledge without differences	test
common_voice_ta_19535735.mp3	Who is the father of economics?	test
common_voice_ta_19535736.mp3	All lamps in the world are not lamps; the lamp of truth alone is the lamp of the scholars.	test
common_voice_ta_19535737.mp3	Messenger sent by God - other	test
common_voice_ta_19535829.mp3	on hearing that I’ll be crowned, people	test
common_voice_ta_19535830.mp3	Listening to the rhythm thaka tharikita	test
common_voice_ta_19535831.mp3	Darling! You tell me what you think!	test
common_voice_ta_19535832.mp3	Tamil is the fire in our prosperous hearts!	test
common_voice_ta_19535854.mp3	What is the use of goodness if one cannot be good to those who have been bad to him?	test
common_voice_ta_19535855.mp3	There were several persons.	test
common_voice_ta_19535875.mp3	knocking it thus causing trouble?	test
common_voice_ta_19535876.mp3	The king of Manipuri consumed wine and	test
common_voice_ta_19535899.mp3	"If you walk on stone, your foot will hurt" he said.	test
common_voice_ta_19535900.mp3	What day is the day when we drink?	test
common_voice_ta_19535924.mp3	shoulders that play in the terrible field of death	test
common_voice_ta_19535925.mp3	in the night when the beautiful moon comes here and plays	test
common_voice_ta_19535926.mp3	Oh my diseased country, the sharp spear of widowhood	test
common_voice_ta_19535928.mp3	Lord who gives himself to the earth - that	test
common_voice_ta_19535941.mp3	in the hill - entering	test
common_voice_ta_19535943.mp3	If thirty-three crore people live	test
common_voice_ta_19535944.mp3	Is the blue sky the dark hair? all the beauty seen	test
common_voice_ta_19535946.mp3	curry types containing	test
common_voice_ta_19341478.mp3	dig a pit, the underworld’s	test
common_voice_ta_19341479.mp3	did not also ask to eat”	test
common_voice_ta_19341480.mp3	No wind exists that does not talk to flower	test
common_voice_ta_19341481.mp3	acting as mother - your	test
common_voice_ta_19341482.mp3	it is the good nectar that gives us happiness!	test
common_voice_ta_19341498.mp3	The man called Gajaraj	test
common_voice_ta_19341499.mp3	You were flirting - that	test
common_voice_ta_19341500.mp3	One has to wage a war after considering the force required, his own force, the force of foes, and the force of friends.	test
common_voice_ta_19341501.mp3	She bent down to draw a kolam; lotus	test
common_voice_ta_19341502.mp3	See those standing below the pole - everywhere	test
common_voice_ta_19341513.mp3	Our country is the country of noble Aryans.	test
common_voice_ta_19341514.mp3	I said say!; Ulagappan said yes yes.	test
common_voice_ta_19341515.mp3	sing some and give a period for mridangam and	test
common_voice_ta_19341516.mp3	Oh well-educated scholar a question for you;	test
common_voice_ta_19341517.mp3	To say that remarrying is smallness	test
common_voice_ta_19341523.mp3	I realized today that the country is becoming weak.	test
common_voice_ta_19341524.mp3	that “wife looked for arecanut”	test
common_voice_ta_19341525.mp3	the rich without physical work	test
common_voice_ta_19341526.mp3	killers come he said - he	test
common_voice_ta_19341527.mp3	religious heads! this	test
common_voice_ta_19341533.mp3	she was like a statue; was amazed; then the country’s	test
common_voice_ta_19341534.mp3	Everyone in the town knew this news;	test
common_voice_ta_19341535.mp3	the ones who recited poems, songs	test
common_voice_ta_19341536.mp3	the child with the disease a hundred times	test
common_voice_ta_19341537.mp3	Do not belittle God.	test
common_voice_ta_19341563.mp3	squatting in the box ... pudding and dumpling	test
common_voice_ta_19341564.mp3	despite showing respect and offering him a seat	test
common_voice_ta_19341565.mp3	I do not wish.	test
common_voice_ta_19341566.mp3	The Southern brave-heart; good Tamil, teacher!	test
common_voice_ta_19341578.mp3	if ...make ...stand in front, give judgement, and imprison	test
common_voice_ta_19341579.mp3	that time in that place	test
common_voice_ta_19341580.mp3	came! Amudhavalli came!	test
common_voice_ta_19341581.mp3	saying that all beings are born equal	test
common_voice_ta_19341582.mp3	to stand tall she provided a long neck!	test
common_voice_ta_19341583.mp3	the plan was to draw like a	test
common_voice_ta_19341584.mp3	The sky said “Write about me!”	test
common_voice_ta_19341585.mp3	The garden with flowers and the stream of water	test
common_voice_ta_19341586.mp3	will make a device to hear it in Kanchi	test
common_voice_ta_19341587.mp3	to people who call woman a dog ...for this world	test
common_voice_ta_19341588.mp3	Climbed upstairs and without moving	test
common_voice_ta_19341589.mp3	I have no strength to break my shackles! Alas! My	test
common_voice_ta_19341590.mp3	observe that ...stays in my consciousness!	test
common_voice_ta_19341592.mp3	unimaginable novelty	test
common_voice_ta_19341595.mp3	will make arguments and fist fights increase!	test
common_voice_ta_19341597.mp3	Duty does not require recompense; what does the world give to the clouds which bring rain?	test
common_voice_ta_19341599.mp3	After I grow up I will buy a car.	test
common_voice_ta_19341601.mp3	have no knowledge that these are the reasons	test
common_voice_ta_19341602.mp3	should torture?	test
common_voice_ta_19341603.mp3	Hey boy! What are you doing there?	test
common_voice_ta_19341605.mp3	Reading more and more Tamil is a pleasure.	test
common_voice_ta_19341606.mp3	Not fearing where cause of fear exists is foolish, isn’t it my nymph?	test
common_voice_ta_19341607.mp3	The young girl aged seven years says:	test
common_voice_ta_19341608.mp3	Neither closeness nor constant association is required; only the feeling of mutual understanding unites friends.	test
common_voice_ta_19341609.mp3	until embracing will my love be quenched?	test
common_voice_ta_19341610.mp3	All the thirty-three crore gods blessed.	test
common_voice_ta_19341611.mp3	To eat fruit and savory with style	test
common_voice_ta_19341612.mp3	Your coming here after he goes there	test
common_voice_ta_19341613.mp3	There is no change in the way of bringing up!	test
common_voice_ta_19341614.mp3	this with the flood of love	test
common_voice_ta_19341615.mp3	through..., he roused the women on the bed.	test
common_voice_ta_19341616.mp3	Tamilarasi who gave motherliness	test
common_voice_ta_19341617.mp3	with tears flowing out of fish-like eyes, she wept and trembled;	test
common_voice_ta_19341618.mp3	the ruined bridegroom	test
common_voice_ta_19341619.mp3	the two hearts that bond - among them	test
common_voice_ta_19341620.mp3	Seeralan jumped! She fell! And he fell!	test
common_voice_ta_19341621.mp3	The happy ocean of joy that rises in the heart!	test
common_voice_ta_19341622.mp3	On hearing this, Ilavanji said, "My dear!	test
common_voice_ta_19341623.mp3	That Sangili said, "Why is he?"	test
common_voice_ta_19341624.mp3	He wishes everyone well.	test
common_voice_ta_19341625.mp3	giving everything for the mice to eat	test
common_voice_ta_19341626.mp3	it will be four o'clock in the evening for it to reduce a little	test
common_voice_ta_19341627.mp3	Wisdom is discerning the truth in whatever is spoken by whomsoever.	test
common_voice_ta_19071679.mp3	All were like printed toys!	dev
common_voice_ta_19071680.mp3	Many were seated - coming	dev
common_voice_ta_19071682.mp3	causing the calm, old trove get goosebumps	dev
common_voice_ta_19071683.mp3	Run away if temple is mentioned!	dev
common_voice_ta_19071709.mp3	By virtue, Kalaignar became the leader of the Tamil race	dev
common_voice_ta_19071710.mp3	It's ten o'clock now	dev
common_voice_ta_19071711.mp3	The ghosts of deceit are - this	dev
common_voice_ta_19071712.mp3	The singing birds here take rest!	dev
common_voice_ta_19071713.mp3	Take the towel and put it on the shoulder	dev
common_voice_ta_19157977.mp3	Sorry.	dev
common_voice_ta_19157978.mp3	The tooth-picking man saw it	dev
common_voice_ta_19157979.mp3	Only the dog welcomed at the main door.	dev
common_voice_ta_19157980.mp3	My lover is there!	dev
common_voice_ta_19157981.mp3	The older boy came near	dev
common_voice_ta_19163253.mp3	Lick and drink! Call it good!	dev
common_voice_ta_19163254.mp3	Is fighting to grab the neighbor’s house good?	dev
common_voice_ta_19163255.mp3	further the brother asked.	dev
common_voice_ta_19163256.mp3	Accepting the poems of the brave Marathas	dev
common_voice_ta_19163257.mp3	She was planning to make the power public!	dev
common_voice_ta_19163258.mp3	I will be; I won't come if called.”	dev
common_voice_ta_19163259.mp3	He will be reading. Or, he will be playing cricket.	dev
common_voice_ta_19163260.mp3	There is no place for people who discriminate in France"	dev
common_voice_ta_19163261.mp3	Aiming flawlessly ... the goal	dev
common_voice_ta_19163262.mp3	"Don’t lose heart, my husband, in the ear	dev
common_voice_ta_19163263.mp3	As Jambavanthan said after analyzing	dev
common_voice_ta_19163264.mp3	superstitions that cause havoc	dev
common_voice_ta_19163265.mp3	The house should be nice and comfortable.	dev
common_voice_ta_19163266.mp3	pearls from the sea and precious stones	dev
common_voice_ta_19163267.mp3	This is so! In this	dev
common_voice_ta_19163273.mp3	said the all-knowing woman.	dev
common_voice_ta_19163274.mp3	Is the cool moon her face! Are stars her jewelry!	dev
common_voice_ta_19163275.mp3	The image of the earth shone in the light.	dev
common_voice_ta_19163276.mp3	will flinch - scold the daughter!	dev
common_voice_ta_19163277.mp3	river - sweet	dev
common_voice_ta_19163283.mp3	Where are you?	dev
common_voice_ta_19163284.mp3	Without a home to stay constantly	dev
common_voice_ta_19163285.mp3	Let’s name it the self-respecting world!	dev
common_voice_ta_19163286.mp3	A lotus-like face! A bell-like waist!	dev
common_voice_ta_19163287.mp3	You will go and reveal," they said! Even before going	dev
common_voice_ta_19163296.mp3	alone with her grandmother	dev
common_voice_ta_19163298.mp3	is there another caste different from it?	dev
common_voice_ta_19163300.mp3	Have you escaped from a murderer?	dev
common_voice_ta_19163301.mp3	You prevented me asking to stop when crossing the shadow!	dev
common_voice_ta_19163302.mp3	pressing the shoulder when	dev
common_voice_ta_19183353.mp3	The teacher did not come to class.	dev
common_voice_ta_19183354.mp3	The prosperity of a man who lives without knowing the measure will perish, even while appearing to exist.	dev
common_voice_ta_19183356.mp3	"Oh sweet sugarcane! My attention	dev
common_voice_ta_19183357.mp3	is he the one who made ... prevailing? my friend - on that day	dev
common_voice_ta_19183358.mp3	the red sun appears	dev
common_voice_ta_19183359.mp3	Not weak! Goodness prevailed there!	dev
common_voice_ta_19183360.mp3	that my heart is with someone else	dev
common_voice_ta_19183361.mp3	Self-control will place one among the gods; its absence will lead him into darkness.	dev
common_voice_ta_19183362.mp3	Earn wealth; no sharper weapon exists that can destroy the arrogance of your enemies.	dev
common_voice_ta_19183378.mp3	Do not stop donating.	dev
common_voice_ta_19183379.mp3	Is ensuring welfare by rational means ability?	dev
common_voice_ta_19183380.mp3	would be terrorized the moment	dev
common_voice_ta_19183381.mp3	coming to the gate for money - will ask you	dev
common_voice_ta_19183382.mp3	will not refuse to help the motherland hereafter	dev
common_voice_ta_19183383.mp3	I don’t imagine anything.	dev
common_voice_ta_19183384.mp3	if that lesson is learnt, we can benefit, comrades!	dev
common_voice_ta_19183385.mp3	what is the day when we jump? The heart	dev
common_voice_ta_19183386.mp3	The music from the flute and - the veena	dev
common_voice_ta_19183387.mp3	in addition cultivated thrice a year comrade - the low	dev
common_voice_ta_19183397.mp3	I waited a week to speak with you.	dev
common_voice_ta_19183398.mp3	All women in the town ... those who fulfil their heart’s desires	dev
common_voice_ta_19183399.mp3	fearing that people might blame	dev
common_voice_ta_19183400.mp3	Do not establish a job that may not last long.	dev
common_voice_ta_19183412.mp3	without education, without any arts, life-giving	dev
common_voice_ta_19183413.mp3	I ordered to root up ...!	dev
common_voice_ta_19183414.mp3	This is teasing much.	dev
common_voice_ta_19183415.mp3	Oh glorious material world! Your	dev
common_voice_ta_19183416.mp3	aren’t you, woman! Remove this thought!	dev
common_voice_ta_19605467.mp3	No terrifying disease will affect wise people who anticipate and prevent it.	dev
common_voice_ta_19605474.mp3	We must see Sudharman with our own eyes;	dev
common_voice_ta_19605478.mp3	Don’t suffer being a widow, I am to blame	dev
common_voice_ta_19605481.mp3	What is the day when ...hear ...saying ...?	dev
common_voice_ta_19605499.mp3	Don’t worry!	dev
common_voice_ta_19605505.mp3	let ..., while dying, die without any worry!	dev
common_voice_ta_19605521.mp3	as the innovation of the world	dev
common_voice_ta_19605544.mp3	duty to inform that to the townsfolk!"	dev
common_voice_ta_19605547.mp3	against human nature - any	dev
common_voice_ta_19605556.mp3	They walked a distance of four feet! the mango tree’s - branch	dev
common_voice_ta_19605560.mp3	whatever he carried out in this world	dev
common_voice_ta_19605564.mp3	if education is accessible, the world is redeemed!	dev
common_voice_ta_19605567.mp3	I found nothing but happiness!	dev
common_voice_ta_19605573.mp3	except onlooking	dev
common_voice_ta_19605583.mp3	blind foolish relatives	dev
common_voice_ta_19605589.mp3	Keep away from brothel.	dev
common_voice_ta_19605592.mp3	The cuckoo is calling; the beautiful	dev
common_voice_ta_19605596.mp3	worship as Lord, Deity, and God.	dev
common_voice_ta_19605601.mp3	the library with the books of poets is ...;	dev
common_voice_ta_19605605.mp3	Social law! Social custom!	dev
common_voice_ta_19605608.mp3	the heavy udders of the cows	dev
common_voice_ta_19605614.mp3	She brought it; he ...that	dev
common_voice_ta_19605621.mp3	went immediately ...”the shepherd thus	dev
common_voice_ta_19605622.mp3	Sekkizhar wrote Periya Puranam.	dev
common_voice_ta_19605623.mp3	Kindly revoke that and bless," he said.	dev
common_voice_ta_19605651.mp3	that the entire earth trembled	dev
common_voice_ta_19605654.mp3	with goosebumps the maiden said, “My beloved let us quickly	dev
common_voice_ta_19605656.mp3	Curing of maladies is also a benefit from this book.	dev
common_voice_ta_19605676.mp3	Kambaramayanam and Thirukkural are the refuge for Tamil.	dev
common_voice_ta_19605677.mp3	Did you notice how everything has changed?	dev
common_voice_ta_19605679.mp3	the money was gone; the deficit	dev
common_voice_ta_19605680.mp3	with the things given - people	dev
common_voice_ta_19605686.mp3	Is there any latch that can keep love hidden? The tears of an affectionate person will reveal the love within.	dev
common_voice_ta_19605689.mp3	a product worth five rupees can be made by collecting one rupee each from five persons	dev
common_voice_ta_19605697.mp3	Valluvar elucidated the way of conducting an irreproachable great life!	dev
common_voice_ta_19605698.mp3	nearby relations	dev
common_voice_ta_19605716.mp3	eliminated powerfully the effect of weeds!	dev
common_voice_ta_19605717.mp3	A mountain that is taller than Mount Everest exists on the moon.	dev
common_voice_ta_19605718.mp3	Can we lose ten bags?"	dev
common_voice_ta_19605766.mp3	filtering ... made us quiver!	dev
common_voice_ta_19605768.mp3	Look, I will not leave you!	dev
common_voice_ta_19605769.mp3	threatening us by pointing the sword and cheating us for ages	dev
common_voice_ta_19605794.mp3	going in the way shown	dev
common_voice_ta_19605796.mp3	is the sound of the bee her mother tongue Tamil?	dev
common_voice_ta_19605832.mp3	There is nothing that I can do	dev
common_voice_ta_19605834.mp3	lifted the sandal stone suddenly	dev
common_voice_ta_19605835.mp3	if the brahmin says ...is great - you	dev
common_voice_ta_19605852.mp3	Many days have passed since ... met.	dev
common_voice_ta_19605854.mp3	felt love extending up to the sky!	dev
common_voice_ta_19605860.mp3	Mother Nature, for all these women	dev
common_voice_ta_19605876.mp3	"the country suffering as a bonded laborer	dev
common_voice_ta_19605878.mp3	We cannot love all those who we see often.	dev
common_voice_ta_19605907.mp3	If you think of calling I will kill you.	dev
common_voice_ta_19605910.mp3	citing widowhood as the reason - that huge	dev
common_voice_ta_19605912.mp3	is any benefit obtained? Every day	dev
common_voice_ta_19605942.mp3	to bear this happiness a crore hearts would be required	dev
common_voice_ta_19605944.mp3	the Lord of rays illuminated in the sky in the land	dev
common_voice_ta_19605950.mp3	You can copy these phrases.	dev
common_voice_ta_19605952.mp3	crushed the backbone	dev
common_voice_ta_19605981.mp3	Behaving politely is the strength of those who accomplish; that is the weapon used by scholars to win over their enemies.	dev
common_voice_ta_19690474.mp3	calling to embrace, I will also	dev
common_voice_ta_19690491.mp3	became a widow and in father’s house	dev
common_voice_ta_19690493.mp3	increase the comfort of those who have ...	dev
common_voice_ta_19690497.mp3	they isolated ... as ... cannot be sought	dev
common_voice_ta_19690500.mp3	School Education Department, Government of Tamil Nadu	dev
common_voice_ta_19690522.mp3	the body that appears to be made of gold of the finest quality and its great glow	dev
common_voice_ta_19690524.mp3	Apart from this, is there anything to say?	dev
common_voice_ta_19690525.mp3	the cool Southern wind comes from the trove, green	dev
common_voice_ta_19690526.mp3	that is this the right way to get to the street	dev
common_voice_ta_19690552.mp3	to kill a woman born to rule	dev
common_voice_ta_19690553.mp3	down with the mindset of unwillingly parting with	dev
common_voice_ta_19690556.mp3	came before calling and assembled.	dev
common_voice_ta_19690558.mp3	Father ...hey, after killing you	dev
common_voice_ta_19690581.mp3	a fake handgun as a real handgun	dev
common_voice_ta_19690952.mp3	press towards to the bottom! Press on!	dev
common_voice_ta_19690957.mp3	that there is no opportunity	dev
common_voice_ta_19692224.mp3	will establish the authority	dev
common_voice_ta_19692230.mp3	there is no way even for that in the beautiful house.	dev
common_voice_ta_19692231.mp3	I’m introducing myself.	dev
common_voice_ta_19692288.mp3	similar to a boat sailing on the water	dev
common_voice_ta_19692291.mp3	i don’t know any way.	dev
common_voice_ta_19692293.mp3	said, he went away taking the things"	dev
common_voice_ta_19692319.mp3	crore upper-caste people who plundered!	dev
common_voice_ta_19692322.mp3	then he knocked by pressing	dev
common_voice_ta_19692330.mp3	The car too arrived quickly by then.	dev
common_voice_ta_19692361.mp3	placed. Immediately, owing to the mountain herb’s power	dev
common_voice_ta_19692383.mp3	bringing up ...after the child turned three	dev
common_voice_ta_19692414.mp3	Do not come again tomorrow.	dev
common_voice_ta_19692420.mp3	the leaping spiraling wind of a big storm	dev
common_voice_ta_19692426.mp3	The child is dead, it’s dead, she said.	dev
common_voice_ta_19692752.mp3	only for those in pure good love - a huge	dev
common_voice_ta_19692757.mp3	sufferings with end, pleasures will be accessible, in the heart	dev
common_voice_ta_19692771.mp3	called beneficial tasty fruit - harmful	dev
common_voice_ta_19692778.mp3	Tell the king to select one of these two!	dev
common_voice_ta_19692780.mp3	the heart should rejoice! Moreover	dev
common_voice_ta_19692786.mp3	Under the four varnas, four thousand castes exist my friend - Jesus’	dev
common_voice_ta_19692789.mp3	like cattle in a market - we	dev
common_voice_ta_19692801.mp3	Father is the world. In it, mother is God!	dev
common_voice_ta_19692804.mp3	asking the forgiveness for the maiden that is me	dev
common_voice_ta_19693007.mp3	even though it is a toy gun	dev
common_voice_ta_19693008.mp3	refraining from the nuances of grammar of the couplets	dev
common_voice_ta_19693044.mp3	Your country is drainage! Run away! Look!	dev
common_voice_ta_19693045.mp3	all countrymen have ....for Tamil.	dev
common_voice_ta_19693048.mp3	irrigate all areas so that ... rustles	dev
common_voice_ta_19693093.mp3	Kalimuthu:	dev
common_voice_ta_19693110.mp3	Change is the only thing that does not change.	dev
common_voice_ta_19693111.mp3	Tamil Virtual University	dev
common_voice_ta_19693132.mp3	Pari, the philanthropist, gave gold and things to all of those who sought him, making them happy.	dev
common_voice_ta_19693133.mp3	kings;	dev
common_voice_ta_19693136.mp3	scriptures, sculpture	dev
common_voice_ta_19693172.mp3	"by possessing the heart" as if they speak in front	dev
common_voice_ta_19693173.mp3	whatever they say - that	dev
common_voice_ta_19693174.mp3	She wept thus for the present condition - her	dev
common_voice_ta_19693175.mp3	The planet with the slowest rotation period is Venus.	dev
common_voice_ta_19693202.mp3	The mothers’ heart is like a snake in the ant-hill. There	dev
common_voice_ta_19693203.mp3	Can we tolerate if the mother tongue is blamed?	dev
common_voice_ta_19693205.mp3	Chant Victory to Tamil! Victory to Tamil! everyday	dev
common_voice_ta_19693232.mp3	after opening her eyes, the women went back to sleep.	dev
common_voice_ta_19693235.mp3	crossing the verdant trove with nectar-filled flowers ...my	dev
common_voice_ta_19693237.mp3	considering that we do not have wealth and that it may be dangerous, that	dev
common_voice_ta_19254338.mp3	What is the surprising event? Tell us that!	dev
common_voice_ta_19254339.mp3	We too have eyes - we	dev
common_voice_ta_19254340.mp3	he thus grunted like a pig	dev
common_voice_ta_19254341.mp3	even if ...stay - light	dev
common_voice_ta_19254343.mp3	The husband asked, annoyed.	dev
common_voice_ta_19254344.mp3	Good behavior is the seed of virtue; bad behavior will always cause suffering.	dev
common_voice_ta_19254345.mp3	saying that, he laughed and left.	dev
common_voice_ta_19254346.mp3	nothing is impossible with trickery;	dev
common_voice_ta_19254347.mp3	will worship the vile who practice deception	dev
common_voice_ta_19254357.mp3	giving him five rupees	dev
common_voice_ta_19254358.mp3	let ...live long" she said. His	dev
common_voice_ta_19254359.mp3	Dissatisfied, he leaned on the easy-chair.	dev
common_voice_ta_19254360.mp3	laurel bud-like newly erupted	dev
common_voice_ta_19305279.mp3	Child, you stand with ...flooding, who are you?	dev
common_voice_ta_19305280.mp3	impotent customs, foolishness - this	dev
common_voice_ta_19305281.mp3	today we are settling your debt, he said.	dev
common_voice_ta_19305282.mp3	The sound of the name Tamil has the greatness that	dev
common_voice_ta_19305283.mp3	As a sign of that compassion	dev
common_voice_ta_19305284.mp3	the place that has neither death nor life - an iota	dev
common_voice_ta_19305285.mp3	She always walks lowering her head - her	dev
common_voice_ta_19305288.mp3	How will I face the poisonous snake that is the king later?	dev
common_voice_ta_19305289.mp3	Staring in the south direction, like a copper statue	dev
common_voice_ta_19305290.mp3	rich handsome man! - He	dev
common_voice_ta_19305291.mp3	I’m asking you the same question too.	dev
common_voice_ta_19305292.mp3	The husband, for lighting the lamp	dev
common_voice_ta_19305293.mp3	Tamil and Tamil people exist - sweet	dev
common_voice_ta_19305294.mp3	Do not commit perjury.	dev
common_voice_ta_19305295.mp3	Do not lie.	dev
common_voice_ta_19305296.mp3	just as a sword your spouse is terrible too	dev
common_voice_ta_19305297.mp3	Do you know what a huge degradation this is?	dev
common_voice_ta_19305298.mp3	Is there anymore work he asked.- Sornam	dev
common_voice_ta_19305299.mp3	a cremation ground with dead people!	dev
common_voice_ta_19305300.mp3	stab in the middle	dev
common_voice_ta_19305301.mp3	Let us establish the brilliance of Tamil.	dev
common_voice_ta_19305302.mp3	What kind of humans are we?	dev
common_voice_ta_19305303.mp3	Do things acceptable to fellow citizens.	dev
common_voice_ta_19305304.mp3	from the root-level, your family	dev
common_voice_ta_19305305.mp3	What’s this?	dev
common_voice_ta_19305306.mp3	he has the mind but cannot speak, what will he do, poor one?	dev
common_voice_ta_19305307.mp3	elder brother immediately ... that was nearby	dev
common_voice_ta_19305308.mp3	Is reaching lofty levels with self-respect the way to live?	dev
common_voice_ta_19305309.mp3	this condition of the unparalleled great poet, ... that	dev
common_voice_ta_19305310.mp3	Tamil is appreciated as being versatile by all	dev
common_voice_ta_19305311.mp3	publish a book with illustrations	dev
common_voice_ta_19305312.mp3	Is allowing beggars to proliferate an act of love?	dev
common_voice_ta_19305313.mp3	despite knowing her condition - ... that	dev
common_voice_ta_19305314.mp3	there in that song - taste	dev
common_voice_ta_19305315.mp3	It is very chill.	dev
common_voice_ta_19305317.mp3	The loving heart asked to acquiesce -	dev
common_voice_ta_19305318.mp3	The wealth acquired by knowing appropriate practices and not adopting fraudulent practices yields virtue and happiness.	dev
common_voice_ta_19305319.mp3	agitators will not accept this!	dev
common_voice_ta_19305320.mp3	I take care so that there is no distress or disease!	dev
common_voice_ta_19305321.mp3	We do not exactly know the condition - Women’s	dev
common_voice_ta_19305322.mp3	Have you ever seen a stomach that is not hungry?	dev
common_voice_ta_19305323.mp3	stood, being shot!	dev
common_voice_ta_19305324.mp3	Speak respectfully with elders.	dev
common_voice_ta_19305325.mp3	The dusk what came chasing the evening	dev
common_voice_ta_19305326.mp3	Where are you coming from?	dev
common_voice_ta_19305327.mp3	There is no place for people who discriminate in France.	dev
common_voice_ta_19305328.mp3	Know that ...we will not support you even a little.	dev
